contract_id,method,phase,runtime_mean_s,runtime_std_s,runtime_median_s,runtime_min_s,runtime_max_s,n_timing_repetitions
maturity_long,AV,pricing,0.00018717450001304314,2.939442914046203e-06,0.00018717450001304314,0.00018509599999561033,0.00018925300003047596,2
maturity_long,GCV,pilot,0.00024032400000351117,1.669761956097078e-05,0.00024032400000351117,0.0002285169999822756,0.00025213100002474675,2
maturity_long,GCV,pricing,0.00027555949998259166,2.060862704666161e-05,0.00027555949998259166,0.00026098700004695274,0.0002901319999182306,2
maturity_long,MC,pricing,0.00013741150002033464,4.824589592914103e-06,0.00013741150002033464,0.00013400000000274304,0.00014082300003792625,2
maturity_short,AV,pricing,0.00018519550002338292,3.7540298325948697e-06,0.00018519550002338292,0.0001825410000719785,0.00018784999997478735,2
maturity_short,GCV,pilot,0.0002445309999643541,2.855721448148826e-05,0.0002445309999643541,0.0002243379999526951,0.00026472399997601315,2
maturity_short,GCV,pricing,0.0002556674999709685,2.6212448512573195e-06,0.0002556674999709685,0.0002538139999614941,0.00025752099998044287,2
maturity_short,MC,pricing,0.00014716499998712607,1.8787827127887976e-05,0.00014716499998712607,0.0001338800000212359,0.00016044999995301623,2
reference,AV,pricing,0.00019241899997268774,5.171778968302398e-06,0.00019241899997268774,0.00018876199999340315,0.00019607599995197234,2
reference,GCV,pilot,0.000277603000029103,7.417974402029601e-05,0.000277603000029103,0.00022515000000566943,0.00033005600005253655,2
reference,GCV,pricing,0.00028642499995612525,2.3335937918848557e-05,0.00028642499995612525,0.00026992400000835914,0.00030292599990389135,2
reference,MC,pricing,0.00014695449999635457,1.2722972334100198e-05,0.00014695449999635457,0.00013795799998206348,0.00015595100001064566,2
strike_high,AV,pricing,0.000185576500030038,3.6974613256138104e-06,0.000185576500030038,0.00018296200005352148,0.00018819100000655453,2
strike_high,GCV,pilot,0.00023468849997243524,1.647770934638705e-05,0.00023468849997243524,0.000223036999955184,0.0002463399999896865,2
strike_high,GCV,pricing,0.0002732450000166864,1.1398561351475081e-05,0.0002732450000166864,0.00026518499998928746,0.0002813050000440853,2
strike_high,MC,pricing,0.00013727100008509296,2.0053548466399755e-06,0.00013727100008509296,0.00013585300007434853,0.0001386890000958374,2
strike_low,AV,pricing,0.00018650800001296375,4.533968724506866e-06,0.00018650800001296375,0.00018330199998217722,0.00018971400004375027,2
strike_low,GCV,pilot,0.00024358000001711844,2.76068628889411e-05,0.00024358000001711844,0.00022405900006106094,0.00026310099997317593,2
strike_low,GCV,pricing,0.0002824974999953156,2.1720198968512956e-05,0.0002824974999953156,0.00026713900001595903,0.00029785599997467216,2
strike_low,MC,pricing,0.0001373614999806705,2.713168725344499e-06,0.0001373614999806705,0.00013544299997647613,0.00013927999998486484,2
volatility_high,AV,pricing,0.0001893080000172631,9.188145456008341e-06,0.0001893080000172631,0.00018281100005879125,0.00019580499997573497,2
volatility_high,GCV,pilot,0.00023958250000077896,1.8638627567127754e-05,0.00023958250000077896,0.0002264030000560524,0.0002527619999455055,2
volatility_high,GCV,pricing,0.0002617234999888751,1.2395582623478948e-06,0.0002617234999888751,0.0002608469999358931,0.00026260000004185713,2
volatility_high,MC,pricing,0.0001535414999693785,2.475934392937081e-05,0.0001535414999693785,0.0001360339999791904,0.00017104899995956657,2
volatility_low,AV,pricing,0.00020286849996864476,2.798233671879176e-05,0.00020286849996864476,0.00018308199992134178,0.00022265500001594773,2
volatility_low,GCV,pilot,0.00023068100000500635,1.2071726881987999e-05,0.00023068100000500635,0.0002221450000661207,0.000239216999943892,2
volatility_low,GCV,pricing,0.000262024499988911,1.3668374231524612e-06,0.000262024499988911,0.0002610579999782203,0.0002629909999996016,2
volatility_low,MC,pricing,0.000142115499954798,1.044184578480995e-05,0.000142115499954798,0.00013473199999225471,0.00014949899991734128,2
