contract_id,method,n_successful_replications,n_failed_replications,mean_estimated_price,empirical_std_estimates,mean_model_reported_standard_error,observation_variance,estimator_variance,high_precision_reference_price,bias_vs_reference,absolute_bias,rmse,mae,ci95_coverage,mean_ci_width,computational_efficiency_runtime,computational_efficiency_paths,failed_replication_errors,variance_reduction_ratio_vs_mc_mean,variance_reduction_ratio_vs_mc_median,variance_reduction_ratio_vs_mc_std,variance_reduction_ratio_vs_mc_ci95_lower,variance_reduction_ratio_vs_mc_ci95_upper,variance_reduction_ratio_vs_gcv_mean,variance_reduction_ratio_vs_gcv_median,variance_reduction_ratio_vs_gcv_std,variance_reduction_ratio_vs_gcv_ci95_lower,variance_reduction_ratio_vs_gcv_ci95_upper
reference,NCV_SCRATCH,0,2,nan,0.0,nan,nan,nan,6.161507615845044,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_high,AV,2,0,0.819130021463533,0.4773212640498029,0.1464686121413032,4.766822646389157,0.023834113231945783,0.6804230185304985,0.1387070029330345,0.1387070029330345,0.3649074228070946,0.33751710261415024,0.0,0.5741569595939086,226088.26549905815,0.10489167252294301,,1.0825456109822182,1.0825456109822182,0.2198875695409783,0.7777969876009518,1.3872942343634846,0.007615199870818759,0.007615199870818759,0.004482660307466761,0.0014025496485343385,0.013827850093103179
strike_high,GCV,2,0,0.662876305185697,0.003168575278772373,0.011581250305310787,0.02723859097354942,0.0001361929548677471,0.6804230185304985,-0.017546713344801512,0.017546713344801512,0.017689179852476464,0.017546713344801512,1.0,0.04539850119681832,14455679.155463059,29.37009483261657,,182.22540849452324,182.22540849452324,136.1411640926277,-6.456618549390754,370.9074355384372,1.0,1.0,0.0,1.0,1.0
strike_high,MC,2,0,0.6072715746539054,0.48670607625893203,0.1556538970335004,5.604806559360201,0.028024032796801004,0.6804230185304985,-0.07315144387659311,0.07315144387659311,0.35184163493667575,0.34415316696738774,0.5,0.6101632763713216,259950.4476756128,0.178418289624995,,1.0,1.0,0.0,1.0,1.0,0.007612107294952219,0.007612107294952219,0.005687028811703417,-0.0002697125146629495,0.015493927104567387
strike_high,NCV_SCRATCH,0,2,nan,0.0,nan,nan,nan,0.6804230185304985,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_high,NCV_TRANSFER_BETA,0,2,nan,0.0,nan,nan,nan,0.6804230185304985,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_high,NCV_TRANSFER_BETA1,0,2,nan,0.0,nan,nan,nan,0.6804230185304985,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_low,AV,2,0,21.660970669442243,0.08816902742046448,0.0968665077146712,1.876648978929214,0.009383244894646071,21.72018720319496,-0.05921653375271774,0.05921653375271774,0.08598538578050383,0.062344917179633086,1.0,0.3797167102415102,571412.1673501794,0.26643235128888726,,71.97639997067502,71.97639997067502,7.713260046227054,61.28636694253989,82.66643299881015,0.04236772279731793,0.04236772279731793,0.005219335041979731,0.03513409348243979,0.04960135211219607
strike_low,GCV,2,0,21.695496910625465,0.02060986787589496,0.019916317242501508,0.07945887130374393,0.0003972943565187196,21.72018720319496,-0.024690292569495398,0.024690292569495398,0.02867043554078318,0.024690292569495398,1.0,0.07807196359060598,4784514.512752179,10.0681017345675,,1723.1389255281872,1723.1389255281872,394.3308329871637,1176.624273697307,2269.6535773590676,1.0,1.0,0.0,1.0,1.0
strike_low,MC,2,0,21.5208065137246,0.19208205986721605,0.8213274754730723,135.14902688469584,0.6757451344234793,21.72018720319496,-0.19938068947035958,0.19938068947035958,0.24124762837195382,0.19938068947035958,1.0,3.2196037038544425,10773.381721992919,0.007399239365986431,,1.0,1.0,0.0,1.0,1.0,0.0005959409124304119,0.0005959409124304119,0.00013637778877160567,0.00040693094031289917,0.0007849508845479247
strike_low,NCV_SCRATCH,0,2,nan,0.0,nan,nan,nan,21.72018720319496,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_low,NCV_TRANSFER_BETA,0,2,nan,0.0,nan,nan,nan,21.72018720319496,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
strike_low,NCV_TRANSFER_BETA1,0,2,nan,0.0,nan,nan,nan,21.72018720319496,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_high,AV,2,0,14.68723445136608,0.4285068553517678,1.017222990228465,207.6714203015663,1.0383571015078314,13.049735795986965,1.6374986553791153,1.6374986553791153,1.6652960424231296,1.6374986553791144,1.0,3.9875141216955816,5087.264229505678,0.002407649542117707,,3.1312785156151266,3.1312785156151266,0.9459118601737881,1.8203115617771395,4.4422454694531135,0.008800317105993546,0.008800317105993546,0.001470624385438648,0.006762135693970491,0.0108384985180166
volatility_high,GCV,2,0,12.988076652399277,0.015579315081563813,0.09559221434683723,1.8530125548119525,0.009265062774059762,13.049735795986965,-0.06165914358768809,0.06165914358768809,0.06263551322670277,0.06165914358768809,1.0,0.37472148023960195,215302.3307263545,0.4317294008195134,,351.7446492478788,351.7446492478788,48.705926886472305,284.2416785244933,419.24761997126427,1.0,1.0,0.0,1.0,1.0
volatility_high,MC,2,0,16.30489986172295,2.195470619839491,1.8010308651975067,666.6390166250001,3.333195083125,13.049735795986965,3.255164065735986,3.255164065735986,3.6064024617543757,3.2551640657359844,0.5,7.060040991574226,1953.9501899789866,0.001500062215174128,,1.0,1.0,0.0,1.0,1.0,0.002870490596506136,0.002870490596506136,0.0003974755704761508,0.002319617560876368,0.003421363632135904
volatility_high,NCV_SCRATCH,0,2,nan,0.0,nan,nan,nan,13.049735795986965,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_high,NCV_TRANSFER_BETA,0,2,nan,0.0,nan,nan,nan,13.049735795986965,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_high,NCV_TRANSFER_BETA1,0,2,nan,0.0,nan,nan,nan,13.049735795986965,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_low,AV,2,0,3.8840124787189265,0.08625812371959539,0.11936183550558967,2.8495351018704262,0.014247675509352131,3.9051107315609728,-0.02109825284204625,0.02109825284204625,0.06453966398114748,0.06099370421455408,1.0,0.46789839518191134,345972.3300729427,0.17546721908138682,,6.897943510652142,6.897943510652142,0.002125956733408369,6.894997084943645,6.900889936360638,0.0019127158230415695,0.0019127158230415695,4.5969446351458696e-05,0.0018490054208462545,0.0019764262252368846
volatility_low,GCV,2,0,3.9058999221928272,0.00034090115655898914,0.005220297511666432,0.005451365879166553,2.7256829395832763e-05,3.9051107315609728,0.0007891906318544528,0.0007891906318544528,0.000825184011405007,0.0007891906318544528,1.0,0.020463566245732423,74462438.40575063,146.75221178188653,,3607.389358390396,3607.389358390396,85.5870657176996,3488.7717370707414,3726.0069797100505,1.0,1.0,0.0,1.0,1.0
volatility_low,MC,2,0,3.994515017663305,0.10081211780365906,0.3134913499947651,19.655979105268344,0.09827989552634173,3.9051107315609728,0.08940428610233209,0.08940428610233209,0.11434451417316473,0.08940428610233209,1.0,1.2288860919794793,71596.8419665889,0.05087510495633222,,1.0,1.0,0.0,1.0,1.0,0.0002772868213552958,0.0002772868213552958,6.578764597946514e-06,0.0002681691187995814,0.0002864045239110102
volatility_low,NCV_SCRATCH,0,2,nan,0.0,nan,nan,nan,3.9051107315609728,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_low,NCV_TRANSFER_BETA,0,2,nan,0.0,nan,nan,nan,3.9051107315609728,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
volatility_low,NCV_TRANSFER_BETA1,0,2,nan,0.0,nan,nan,nan,3.9051107315609728,nan,nan,nan,nan,nan,nan,nan,nan,torch_not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
