portfolio,shared_reference_training_counted_once,initial_cost_s,gcv_cycle_marginal_cost_s,transfer_beta1_cycle_marginal_cost_s,transfer_beta_cycle_marginal_cost_s,break_even_q_beta1,break_even_q_beta1_failure_reason,break_even_q_beta,break_even_q_beta_failure_reason
six_target_contract_cycle,True,0.7008628370000451,0.01270878449997781,0.017882319499904042,0.011284697999997206,NA,proposed_marginal_above_baseline_no_long_run_break_even,493,
