contract_id,method,successful_replications,mean_price,mean_estimator_variance,mean_reported_estimator_standard_error,monitoring_dates,fixed_ncv_epoch,ncv_epoch_source,experiment_role
volatility_high,AV,2,12.977214569868782,0.7329020615161667,0.8560936284977764,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_high,GCV,2,12.364219245488204,0.007732063452510218,0.0876480018594703,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_high,MC,2,11.421013031649858,1.9568940044094065,1.398341397430994,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_high,NCV_SCRATCH,2,11.779868269026997,1.7054874940300846,1.305172248262652,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_high,NCV_TRANSFER_BETA,2,11.820627345955002,1.670435495795072,1.291588469903483,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_high,NCV_TRANSFER_BETA1,2,11.617034146452115,1.7404314368403166,1.3184273215581839,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,AV,2,3.6848740598923047,0.01657565208461258,0.12873210863965487,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,GCV,2,3.651522958722432,2.3205525505231573e-05,0.004766705189747557,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,MC,2,3.7482444506123116,0.10552817624493122,0.32467849395601867,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,NCV_SCRATCH,2,3.6792204883677493,0.08570530417570721,0.2924309335265249,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,NCV_TRANSFER_BETA,2,3.8368949997671065,0.0912418767208204,0.3020578623535538,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
volatility_low,NCV_TRANSFER_BETA1,2,3.920298322444046,0.09542550842492539,0.3084341248501851,252,200,capacity_and_data_sensitivity_best_tested_configuration,expanded_training_followup_stage8_m252_n20000_r5_smoke
