contract_id,method,phase,runtime_mean_s,runtime_std_s,runtime_median_s,runtime_min_s,runtime_max_s,n_timing_repetitions
maturity_long,AV,pricing,0.00019665199994278737,1.3992229008350754e-05,0.00019665199994278737,0.00018675799992706743,0.0002065459999585073,2
maturity_long,GCV,pilot,0.00022410249999893495,2.8970164735188584e-06,0.00022410249999893495,0.00022205400000530062,0.00022615099999256927,2
maturity_long,GCV,pricing,0.0002611474999980601,5.596750070935424e-06,0.0002611474999980601,0.00025719000007029535,0.0002651049999258248,2
maturity_long,MC,pricing,0.00013380499996173967,1.8356491649193305e-06,0.00013380499996173967,0.00013250699998934579,0.00013510299993413355,2
maturity_short,AV,pricing,0.00018667799997729162,5.242489702514639e-06,0.00018667799997729162,0.00018297099995834287,0.00019038499999624037,2
maturity_short,GCV,pilot,0.00023254399997085784,1.695924903638987e-05,0.00023254399997085784,0.00022055199997339514,0.00024453599996832054,2
maturity_short,GCV,pricing,0.0002655254999694989,1.7454930792846403e-05,0.0002655254999694989,0.00025318300004073535,0.0002778679998982625,2
maturity_short,MC,pricing,0.00013341850001324929,9.340879870174937e-07,0.00013341850001324929,0.00013275800006340432,0.00013407899996309425,2
reference,AV,pricing,0.00020451600005344517,2.654478856142706e-05,0.00020451600005344517,0.000185746000056497,0.00022328600005039334,2
reference,GCV,pilot,0.00027058500006660324,1.2467706752410349e-05,0.00027058500006660324,0.0002617690000761286,0.0002794010000570779,2
reference,GCV,pricing,0.00026460800000904783,1.3070161709488494e-05,0.00026460800000904783,0.00025536600003306376,0.0002738499999850319,2
reference,MC,pricing,0.00014518599994062242,1.287217189486042e-05,0.00014518599994062242,0.00013608399990516773,0.00015428799997607712,2
strike_high,AV,pricing,0.00018491899999162342,4.456186997262135e-06,0.00018491899999162342,0.00018176799994762405,0.0001880700000356228,2
strike_high,GCV,pilot,0.0002415709999468163,2.085682163531897e-05,0.0002415709999468163,0.00022682299993448396,0.00025631899995914864,2
strike_high,GCV,pricing,0.00027861449996180454,3.787900323319661e-05,0.00027861449996180454,0.00025182999991102406,0.000305399000012585,2
strike_high,MC,pricing,0.00013793700003361664,6.21971130975146e-06,0.00013793700003361664,0.00013353899998946872,0.00014233500007776456,2
strike_low,AV,pricing,0.00019295000004149188,5.4404795975314465e-06,0.00019295000004149188,0.00018910300002517033,0.00019679700005781342,2
strike_low,GCV,pilot,0.00025332749999051885,1.9417859440125235e-05,0.00025332749999051885,0.00023959699990427907,0.0002670580000767586,2
strike_low,GCV,pricing,0.00025765099996988283,7.12622218277604e-06,0.00025765099996988283,0.0002526119999401999,0.00026268999999956577,2
strike_low,MC,pricing,0.00015175749996387822,2.555271770804454e-05,0.00015175749996387822,0.00013368899999477435,0.00016982599993298209,2
volatility_high,AV,pricing,0.00018419300005234618,3.0320738874366315e-06,0.00018419300005234618,0.00018204900004548108,0.00018633700005921128,2
volatility_high,GCV,pilot,0.00023025899997719534,7.509473381463834e-07,0.00023025899997719534,0.00022972800002207805,0.00023078999993231264,2
volatility_high,GCV,pricing,0.000277011499974833,3.661893893027702e-05,0.000277011499974833,0.00025111799993737804,0.00030290500001228793,2
volatility_high,MC,pricing,0.0001359885000056238,1.863226439689712e-06,0.0001359885000056238,0.00013467099995523313,0.00013730600005601445,2
volatility_low,AV,pricing,0.00018396300004042132,2.011011641065968e-06,0.00018396300004042132,0.0001825410000719785,0.00018538500000886415,2
volatility_low,GCV,pilot,0.0002350589999764452,1.575575332084008e-05,0.0002350589999764452,0.0002239179999605767,0.0002461999999923137,2
volatility_low,GCV,pricing,0.00027035849996082106,1.4799037754174948e-05,0.00027035849996082106,0.0002598940000098082,0.0002808229999118339,2
volatility_low,MC,pricing,0.0001351820000081716,3.6557421451671826e-06,0.0001351820000081716,0.00013259699994705443,0.00013776700006928877,2
