replication,contract_id,method,comparator,variance_ratio,is_valid,beats_comparator
1,reference,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.302890413044201,True,True
1,reference,PCNCV_BETA,NCV_TRANSFER_BETA,1.535722080418184,True,True
1,reference,PCNCV_BETA1,GCV,0.0009948111049730972,True,False
1,reference,PCNCV_BETA,GCV,0.001627067762263859,True,False
1,reference,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.302890413044201,True,True
1,reference,PCNCV_BETA,NCV_TRANSFER_BETA,1.535722080418184,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_high,PCNCV_BETA1,GCV,0.002177324711969601,True,False
1,strike_high,PCNCV_BETA,GCV,0.0018369024394459153,True,False
1,strike_high,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.1341103801661168,True,True
1,strike_high,PCNCV_BETA,NCV_TRANSFER_BETA,1.0815544613598962,True,True
1,strike_low,PCNCV_BETA1,GCV,0.0004677742343802231,True,False
1,strike_low,PCNCV_BETA,GCV,0.0008508394322354681,True,False
1,strike_low,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.2114661655294003,True,True
1,strike_low,PCNCV_BETA,NCV_TRANSFER_BETA,1.315627257775504,True,True
1,strike_low,PCNCV_BETA1,GCV,0.0004677742343802231,True,False
1,strike_low,PCNCV_BETA,GCV,0.0008508394322354681,True,False
1,strike_low,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.2114661655294003,True,True
1,strike_low,PCNCV_BETA,NCV_TRANSFER_BETA,1.315627257775504,True,True
1,strike_low,PCNCV_BETA1,GCV,0.0004677742343802231,True,False
1,strike_low,PCNCV_BETA,GCV,0.0008508394322354681,True,False
1,strike_low,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.2114661655294003,True,True
1,strike_low,PCNCV_BETA,NCV_TRANSFER_BETA,1.315627257775504,True,True
1,strike_low,PCNCV_BETA1,GCV,0.0004677742343802231,True,False
1,strike_low,PCNCV_BETA,GCV,0.0008508394322354681,True,False
1,strike_low,PCNCV_BETA1,NCV_TRANSFER_BETA1,1.2114661655294003,True,True
1,strike_low,PCNCV_BETA,NCV_TRANSFER_BETA,1.315627257775504,True,True
1,strike_low,PCNCV_BETA1,GCV,0.0004677742343802231,True,False
1,strike_low,PCNCV_BETA,GCV,0.0008508394322354681,True,False
