replication,selected_checkpoint,selected_checkpoint_hash,frozen_reference_hash,training_data_generation_runtime_s,optimizer_training_runtime_s,frozen_training_runtime_s
0,2,f4b0ed72d866bb163ed5d0cf9ed84bdb109d24f23e8619f937b573a5f3ce88e9,5d4f00fb9b47baa928e712ff8f27e2788068d641b1edb92b16c393da069d1da1,0.0024050609999903827,0.0095301589999508,0.0056660630000351375
1,10,33f29a80fce3ac44071621d03c0b5808086148ced09444b06f0bcc6bfc374f47,e7bfef100dc9163506e7e964f02d0e3e5f3fc82a266eb81b4949fc3f0c67fbbd,0.0021367000001646375,0.008282569999892075,0.0050019459999930405
