base_seed,replication,contract_id,K,sigma,T,method,pricing_seed,pilot_seed,target_training_seed,price,observation_variance,estimator_variance,std_error,ci_lower,ci_upper,pricing_observations,pricing_simulated_paths,pilot_paths,target_training_paths,shared_reference_training_paths,total_simulated_paths,shared_reference_training_runtime_s,target_training_runtime_s,pilot_runtime_s,pricing_runtime_s,end_to_end_runtime_s,beta,corr_f_c0,param_hash,hash_verified,error
42,1,reference,100.0,0.2,1.0,NCV_SCRATCH,105042,104042,103042,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_low,80.0,0.2,1.0,MC,105142,104142,103142,21.65662904080099,146.36879289264672,0.7318439644632336,0.8554787925268712,19.979890607448322,23.333367474153658,200,200,0,0,0,200,0.0,0.0,0.0,0.0001359230000161915,0.0001359230000161915,nan,nan,,,
42,1,strike_low,80.0,0.2,1.0,AV,105142,104142,103142,21.723315586621876,1.8903248179244587,0.009451624089622294,0.09721946353288673,21.532765438097417,21.913865735146334,200,400,0,0,0,400,0.0,0.0,0.0,0.00018535599997449026,0.00018535599997449026,nan,nan,,,
42,1,strike_low,80.0,0.2,1.0,GCV,105142,104142,103142,21.71007028795987,0.07311227369007108,0.0003655613684503554,0.019119659213760985,21.672595755900897,21.74754482001884,200,200,50,0,0,250,0.0,0.0,0.00022539999997661653,0.0002743119999877308,0.0004997119999643473,1.014686195542213,0.9998547029353884,,,
42,1,strike_low,80.0,0.2,1.0,NCV_SCRATCH,105142,104142,103142,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,105142,104142,103142,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,105142,104142,103142,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_high,120.0,0.2,1.0,MC,105242,104242,103242,0.9514247416212931,9.440794270430562,0.04720397135215281,0.2172647494467356,0.5255858327056913,1.377263650536895,200,200,0,0,0,200,0.0,0.0,0.0,0.0001352919999817459,0.0001352919999817459,nan,nan,,,
42,1,strike_high,120.0,0.2,1.0,AV,105242,104242,103242,1.1566471240776832,7.625661172674268,0.03812830586337134,0.1952647071627931,0.7739282980386087,1.5393659501167578,200,400,0,0,0,400,0.0,0.0,0.0,0.000184704999924179,0.000184704999924179,nan,nan,,,
42,1,strike_high,120.0,0.2,1.0,GCV,105242,104242,103242,0.660635784119377,0.03389972704875035,0.00016949863524375175,0.013019164153038078,0.6351182223794223,0.6861533458593316,200,200,50,0,0,250,0.0,0.0,0.00025434400004087365,0.00026268999999956577,0.0005170340000404394,1.1132245709381001,0.9996885300123027,,,
42,1,strike_high,120.0,0.2,1.0,NCV_SCRATCH,105242,104242,103242,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,105242,104242,103242,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,105242,104242,103242,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_low,100.0,0.1,1.0,MC,105342,104342,103342,4.065799949788049,19.436302232580143,0.09718151116290072,0.3117394924659061,3.454790544554873,4.676809355021225,200,200,0,0,0,200,0.0,0.0,0.0,0.00013410999997631734,0.00013410999997631734,nan,nan,,,
42,1,volatility_low,100.0,0.1,1.0,AV,105342,104342,103342,3.9450061829334806,2.8183093854344756,0.014091546927172379,0.11870782167646905,3.7123388524476013,4.17767351341936,200,400,0,0,0,400,0.0,0.0,0.0,0.00018274100000326143,0.00018274100000326143,nan,nan,,,
42,1,volatility_low,100.0,0.1,1.0,GCV,105342,104342,103342,3.90565886867331,0.0052990149432690925,2.6495074716345462e-05,0.005147336662425089,3.895570088814957,3.915747648531663,200,200,50,0,0,250,0.0,0.0,0.00025462400003561925,0.0002543550000382311,0.0005089790000738503,1.0117338332026788,0.9999186361719576,,,
42,1,volatility_low,100.0,0.1,1.0,NCV_SCRATCH,105342,104342,103342,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,105342,104342,103342,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,105342,104342,103342,,,,,,,,,,,,,,,,,,,,,,torch_not_available
42,1,volatility_high,100.0,0.5,1.0,MC,105442,104442,103442,14.752467698538613,451.13707566372057,2.255685378318603,1.501893930448686,11.80875559485919,17.696179802218037,200,200,0,0,0,200,0.0,0.0,0.0,0.0001358430000664157,0.0001358430000664157,nan,nan,,,
42,1,volatility_high,100.0,0.5,1.0,AV,105442,104442,103442,14.384234348161922,183.20898716099825,0.9160449358049912,0.9571023643294332,12.508313714076232,16.26015498224761,200,400,0,0,0,400,0.0,0.0,0.0,0.00018601700003273436,0.00018601700003273436,nan,nan,,,
42,1,volatility_high,100.0,0.5,1.0,GCV,105442,104442,103442,12.999092891739693,1.4217802693239106,0.0071089013466195524,0.08431430096145939,12.833836861855232,13.164348921624153,200,200,50,0,0,250,0.0,0.0,0.00024947499991867517,0.0002548760000991024,0.0005043510000177776,1.0689900553648075,0.9979328244775977,,,
