replication,monitoring_dates,checkpoint,trajectory_id,training_seed,validation_seed,pilot_seed,pricing_seed,train_mse,validation_mse,validation_ncv_observation_variance,validation_gcv_observation_variance,advantage,pricing_ncv_observation_variance,pricing_gcv_observation_variance,optimizer_cumulative_training_runtime_s,training_data_generation_runtime_s,ncv_setup_cost_s
0,12,0,rep0_m12,1042,2042,3042,4042,109.01386274862892,110.0190918085408,74.50320565723472,0.06019245267431191,0.0008079176210381876,74.62558717528158,0.055973954719070865,0.0,8.219999472203199e-07,0.0
0,12,10,rep0_m12,1042,2042,3042,4042,0.1393059236603849,0.21411484111408632,0.2138334586560002,0.06019245267431191,0.28149220918296597,0.1762127855728384,0.055973954719070865,0.11138416199992207,8.219999472203199e-07,0.11138498399986929
0,12,25,rep0_m12,1042,2042,3042,4042,0.08999744306647713,0.15870697327474043,0.15860116057933585,0.06019245267431191,0.37952088404928347,0.12584018209648395,0.055973954719070865,0.27636368200001016,8.219999472203199e-07,0.2763645039999574
0,12,50,rep0_m12,1042,2042,3042,4042,0.020063957255264945,0.049237286912254305,0.0492385128236445,0.06019245267431191,1.222466911011319,0.03393498884033084,0.055973954719070865,0.5506670110003142,8.219999472203199e-07,0.5506678330002615
0,12,100,rep0_m12,1042,2042,3042,4042,0.006170471301145123,0.01829511117281146,0.018294920088962777,0.06019245267431191,3.290118370652282,0.011013541038687027,0.055973954719070865,1.0956392170000981,8.219999472203199e-07,1.0956400390000454
0,12,200,rep0_m12,1042,2042,3042,4042,0.0026509845213537296,0.009220910501159418,0.009136450555329717,0.06019245267431191,6.588165974279678,0.004907774123853176,0.055973954719070865,2.1830587120002747,8.219999472203199e-07,2.183059534000222
0,12,500,rep0_m12,1042,2042,3042,4042,0.0015455868671126187,0.0060015285932397125,0.006001751337169696,0.06019245267431191,10.02914804242747,0.003180109969301365,0.055973954719070865,5.443831414000215,8.219999472203199e-07,5.443832236000162
0,12,1000,rep0_m12,1042,2042,3042,4042,0.00134311759848329,0.004372905160577425,0.0043656609661001065,0.06019245267431191,13.787706636340681,0.002557179820881505,0.055973954719070865,10.886633670000265,8.219999472203199e-07,10.886634492000212
0,252,0,rep0_m252,1042,2042,3042,4042,100.46210459455419,99.79968939985271,68.1635587094405,0.044042612423777945,0.0006461313531401368,66.38723001842946,0.048397448305097526,0.0,1.0019998626376037e-06,0.0
0,252,10,rep0_m252,1042,2042,3042,4042,0.09031136851207348,0.2629145164633582,0.25646173728184474,0.044042612423777945,0.17173170895031514,0.25469397163002794,0.048397448305097526,0.15952372200035825,1.0019998626376037e-06,0.15952472400022089
0,252,25,rep0_m252,1042,2042,3042,4042,0.05165185789622303,0.2520319190899915,0.24890249250785343,0.044042612423777945,0.17694725344057494,0.2411800376984708,0.048397448305097526,0.39886755900033677,1.0019998626376037e-06,0.3988685610001994
