replication,monitoring_dates,ncv_epoch,trajectory_id,training_data_generation_runtime_s,optimizer_cumulative_training_runtime_s,ncv_setup_cost_s,gcv_setup_cost_s,gcv_marginal_pricing_runtime_s,ncv_marginal_pricing_runtime_50000_s,ncv_marginal_pricing_runtime_matched_measured_s,ncv_marginal_pricing_runtime_matched_projected_s,break_even_q,break_even_failure_reason
0,12,25,rep0_m12,8.219999472203199e-07,0.27636368200001016,0.2763645039999574,0.0003412720002415881,0.026749232999918604,0.027169392999894626,0.051950075999684486,0.061082229342363105,NA,proposed_marginal_not_below_baseline_no_finite_break_even
0,12,1000,rep0_m12,8.219999472203199e-07,10.886633670000265,10.886634492000212,0.0003412720002415881,0.026630900999862206,0.0234702190000462,0.0014682510000056936,0.0010725890083021113,433,
0,252,25,rep0_m252,1.0019998626376037e-06,0.39886755900033677,0.3988685610001994,0.0001577869998072856,0.3936781859997609,0.34081997499970385,NA,1.6984218142150243,NA,proposed_marginal_not_below_baseline_no_finite_break_even
0,252,1000,rep0_m252,1.0019998626376037e-06,15.189648509000108,15.18964951099997,0.0001577869998072856,0.3947568139997202,0.33880900400026803,NA,1.8766020875367646,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,12,25,rep1_m12,7.009998626017477e-07,0.27760349099980886,0.27760419199967146,0.00013059599996267934,0.02665662799972779,0.026342747999933636,0.05406187399967166,0.0646208682636772,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,12,1000,rep1_m12,7.009998626017477e-07,10.91483252099988,10.914833221999743,0.00013059599996267934,0.026677817999825493,0.02447594900013428,0.001392497999859188,0.001198831982026577,432,
1,252,25,rep1_m252,8.010001693037339e-07,0.39847653100014213,0.39847733200031143,0.00012799999967683107,0.3930909780001457,0.3382251580001139,NA,2.0654598658687755,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,252,1000,rep1_m252,8.010001693037339e-07,15.286923977000242,15.286924778000412,0.00012799999967683107,0.3923553859999629,0.34000010399995517,NA,2.5273431730691067,NA,proposed_marginal_not_below_baseline_no_finite_break_even
2,12,25,rep2_m12,6.909999683557544e-07,0.27379483400000026,0.2737955249999686,0.00013433200001600198,0.0266887279999537,0.024446666999665467,0.04903516000013042,0.05216869844394612,NA,proposed_marginal_not_below_baseline_no_finite_break_even
2,12,1000,rep2_m12,6.909999683557544e-07,10.92684657000018,10.926847261000148,0.00013433200001600198,0.026655696000034368,0.02342789400017864,0.0015210369997475937,0.001281037243929768,435,
2,252,25,rep2_m252,9.219997991749551e-07,0.3959467460003907,0.3959476680001899,0.00013141699992047506,0.39514495800040095,0.3382691439996961,NA,1.9275928901678683,NA,proposed_marginal_not_below_baseline_no_finite_break_even
2,252,1000,rep2_m252,9.219997991749551e-07,15.264558970000053,15.264559891999852,0.00013141699992047506,0.3933527089998279,0.33844633599983354,NA,2.3473148701070055,NA,proposed_marginal_not_below_baseline_no_finite_break_even
3,12,25,rep3_m12,1.0520002433622722e-06,0.2725801460001094,0.27258119800035274,0.00013374099989960087,0.026597200999731285,0.026303017999907752,0.05139324699985082,0.06114189140114557,NA,proposed_marginal_not_below_baseline_no_finite_break_even
3,12,1000,rep3_m12,1.0520002433622722e-06,10.802426058000037,10.80242711000028,0.00013374099989960087,0.0266919189998589,0.024423496000054,0.0016964490000646038,0.0015245146203233708,433,
3,252,25,rep3_m252,8.920001164369751e-07,0.39551875300003303,0.39551964500014947,0.00012881100019512814,0.39372087499987174,0.34033438899996327,NA,2.0905788579978544,NA,proposed_marginal_not_below_baseline_no_finite_break_even
3,252,1000,rep3_m252,8.920001164369751e-07,15.179819638000026,15.179820530000143,0.00012881100019512814,0.39588269799969567,0.3407445700004246,NA,2.0052340902126984,NA,proposed_marginal_not_below_baseline_no_finite_break_even
4,12,25,rep4_m12,8.510000952810515e-07,0.27215620000015406,0.27215705100024934,0.00013085599994155928,0.026768583999910334,0.02637915100012833,0.04680971099969611,0.054096252538983175,NA,proposed_marginal_not_below_baseline_no_finite_break_even
4,12,1000,rep4_m12,8.510000952810515e-07,10.836105203999978,10.836106055000073,0.00013085599994155928,0.02665894700021454,0.023442360999979428,0.001658518000112963,0.0014112301321987616,434,
4,252,25,rep4_m252,9.209998097503558e-07,0.3992629979998128,0.39926391899962255,0.00012964300003659446,0.39402326500021445,0.34119183300026634,NA,1.8402454466335765,NA,proposed_marginal_not_below_baseline_no_finite_break_even
4,252,1000,rep4_m252,9.209998097503558e-07,15.261448781000126,15.261449701999936,0.00012964300003659446,0.3961620369996126,0.3396950290002678,NA,1.8688254081443934,NA,proposed_marginal_not_below_baseline_no_finite_break_even
5,12,25,rep5_m12,7.310000000870787e-07,0.27423753500033854,0.2742382660003386,0.00013288000036482117,0.026642426999842428,0.024497766000422416,0.04515368300008049,0.04716554888061328,NA,proposed_marginal_not_below_baseline_no_finite_break_even
5,12,1000,rep5_m12,7.310000000870787e-07,10.964386654000009,10.964387385000009,0.00013288000036482117,0.026676192000195442,0.023553300999992643,0.0017479049997746188,0.001546980809679517,440,
5,252,25,rep5_m252,7.310000000870787e-07,0.39697292099981496,0.39697365199981505,0.00013445300010062056,0.393889594999564,0.33951286799992886,NA,1.799207702421463,NA,proposed_marginal_not_below_baseline_no_finite_break_even
5,252,1000,rep5_m252,7.310000000870787e-07,15.319547984999645,15.319548715999645,0.00013445300010062056,0.39348156899995956,0.3395157029999609,NA,1.8565940896568662,NA,proposed_marginal_not_below_baseline_no_finite_break_even
6,12,25,rep6_m12,9.719997251522727e-07,0.2744623869998577,0.27446335899958285,0.00014064400011193356,0.026944657000058214,0.026442574000157038,0.029193544000008842,0.03149310563418704,NA,proposed_marginal_not_below_baseline_no_finite_break_even
6,12,1000,rep6_m12,9.719997251522727e-07,10.921286222999697,10.921287194999422,0.00014064400011193356,0.02670398500004012,0.02653288400006204,0.004884049999873241,0.005348498756732507,501,
6,252,25,rep6_m252,9.810000847210176e-07,0.40278242300018974,0.40278340400027446,0.0001302949999626435,0.3932323650001308,0.3402065760001278,NA,1.9390550088333685,NA,proposed_marginal_not_below_baseline_no_finite_break_even
6,252,1000,rep6_m252,9.810000847210176e-07,15.431902249999894,15.431903230999978,0.0001302949999626435,0.39229864900016764,0.3388035980001405,NA,1.9166661624624748,NA,proposed_marginal_not_below_baseline_no_finite_break_even
7,12,25,rep7_m12,8.810002327663824e-07,0.2741959489999317,0.2741968300001645,0.0001284209997720609,0.026675411999804055,0.02361341599998923,0.03934183100000155,0.03848372859182245,NA,proposed_marginal_not_below_baseline_no_finite_break_even
7,12,1000,rep7_m12,8.810002327663824e-07,10.868967123999937,10.86896800500017,0.0001284209997720609,0.02672606700025426,0.024396808999881614,0.001484240000081627,0.0012920550046337303,431,
7,252,25,rep7_m252,9.119999049289618e-07,0.39907068899992737,0.3990716009998323,0.00013139700013198308,0.39130670099984854,0.3386598639999647,NA,1.9209464805806,NA,proposed_marginal_not_below_baseline_no_finite_break_even
7,252,1000,rep7_m252,9.119999049289618e-07,15.21853242599991,15.218533337999816,0.00013139700013198308,0.39164205699989907,0.3369992570001159,NA,2.2958478782241296,NA,proposed_marginal_not_below_baseline_no_finite_break_even
8,12,25,rep8_m12,9.319996934209485e-07,0.272687704999953,0.2726886369996464,0.00016345799986083875,0.026581924999845796,0.025375877999977092,0.049290329000086786,0.05509103113795026,NA,proposed_marginal_not_below_baseline_no_finite_break_even
8,12,1000,rep8_m12,9.319996934209485e-07,10.819478891000017,10.81947982299971,0.00016345799986083875,0.02667893699981505,0.0234353910000209,0.0015822849995856814,0.0013498785216012037,432,
8,252,25,rep8_m252,1.0019998626376037e-06,0.39366509700039387,0.3936660990002565,0.0001337610001428402,0.397152860999995,0.3529728779999459,NA,1.992284815295095,NA,proposed_marginal_not_below_baseline_no_finite_break_even
8,252,1000,rep8_m252,1.0019998626376037e-06,15.137286394000057,15.13728739599992,0.0001337610001428402,0.39338539999971545,0.33873809299984714,NA,1.8553633820262028,NA,proposed_marginal_not_below_baseline_no_finite_break_even
9,12,25,rep9_m12,1.0519997886149213e-06,0.2734258390000832,0.27342689099987183,0.00013153700001566904,0.026627729999745497,0.025487287000032666,0.04981513400025506,0.05604093690993183,NA,proposed_marginal_not_below_baseline_no_finite_break_even
9,12,1000,rep9_m12,1.0519997886149213e-06,10.902007827000034,10.902008878999823,0.00013153700001566904,0.026715926000179024,0.023511113000040496,0.001325442000052135,0.001014269414821747,430,
9,252,25,rep9_m252,8.420001904596575e-07,0.3945678830000361,0.39456872500022655,0.00012932299978274386,0.3928220650000185,0.34011438299967267,NA,1.8528275196919968,NA,proposed_marginal_not_below_baseline_no_finite_break_even
9,252,1000,rep9_m252,8.420001904596575e-07,15.097036996000043,15.097037838000233,0.00012932299978274386,0.392368993999753,0.3392489149996436,NA,2.340695383888141,NA,proposed_marginal_not_below_baseline_no_finite_break_even
10,12,25,rep10_m12,7.819999154889956e-07,0.27252008799996474,0.27252086999988023,0.00013157800003682496,0.026636667000275338,0.0234496670000226,0.040275512999869534,0.04001638774219857,NA,proposed_marginal_not_below_baseline_no_finite_break_even
10,12,1000,rep10_m12,7.819999154889956e-07,10.823952181000095,10.82395296300001,0.00013157800003682496,0.02668987700008074,0.023448494000149367,0.001547047000258317,0.0013051431760483139,431,
10,252,25,rep10_m252,8.609999895270448e-07,0.398145778000071,0.39814663900006053,0.00013969199972052593,0.3961986550002621,0.3403492429997641,NA,1.6772955253817174,NA,proposed_marginal_not_below_baseline_no_finite_break_even
10,252,1000,rep10_m252,8.609999895270448e-07,15.17343382800027,15.17343468900026,0.00013969199972052593,0.39412859799995204,0.34117315799994685,NA,1.6570234407004618,NA,proposed_marginal_not_below_baseline_no_finite_break_even
11,12,25,rep11_m12,1.0520002433622722e-06,0.27247511800032953,0.2724761700005729,0.000149039999996603,0.02660095999999612,0.025368073000208824,0.05016783800010671,0.05515678640143403,NA,proposed_marginal_not_below_baseline_no_finite_break_even
11,12,1000,rep11_m12,1.0520002433622722e-06,10.850127674000305,10.850128726000548,0.000149039999996603,0.026632570000401756,0.02445863399998416,0.0013082590003250516,0.0010722665145593054,429,
11,252,25,rep11_m252,7.210001058410853e-07,0.4021439670000291,0.4021446880001349,0.00013223899986769538,0.41269505499985826,0.3414238750001459,NA,1.803237024290771,NA,proposed_marginal_not_below_baseline_no_finite_break_even
11,252,1000,rep11_m252,7.210001058410853e-07,15.32197826699985,15.321978987999955,0.00013223899986769538,0.3967061600001216,0.34464061100015897,NA,2.0957526626797467,NA,proposed_marginal_not_below_baseline_no_finite_break_even
12,12,25,rep12_m12,7.710000318184029e-07,0.27763862500023606,0.2776393960002679,0.0001316580001002876,0.02667133199975069,0.023969644000317203,0.05084570100007113,0.05256734686421565,NA,proposed_marginal_not_below_baseline_no_finite_break_even
12,12,1000,rep12_m12,7.710000318184029e-07,11.039483652999934,11.039484423999966,0.0001316580001002876,0.026645324000128312,0.02792038000006869,0.003833845999906771,0.001974529273604858,484,
12,252,25,rep12_m252,1.0720000318542589e-06,0.39671856299992214,0.396719634999954,0.00013306000028023846,0.3931711449999966,0.33730747199979305,NA,1.6929529481164014,NA,proposed_marginal_not_below_baseline_no_finite_break_even
12,252,1000,rep12_m252,1.0720000318542589e-06,15.199728359999881,15.199729431999913,0.00013306000028023846,0.39774793900005534,0.3385449880001943,NA,1.6804222151370443,NA,proposed_marginal_not_below_baseline_no_finite_break_even
13,12,25,rep13_m12,9.319996934209485e-07,0.2794256869997298,0.2794266189994232,0.00013370099986786954,0.026612333000230137,0.023465497999950458,0.05409794800016243,0.05563622644792253,NA,proposed_marginal_not_below_baseline_no_finite_break_even
13,12,1000,rep13_m12,9.319996934209485e-07,10.978803626999706,10.9788045589994,0.00013370099986786954,0.026612073000251257,0.023448124999958964,0.001541638000162493,0.0013135639624977011,438,
13,252,25,rep13_m252,1.0919998203462455e-06,0.4014902490002896,0.40149134100010997,0.000134993999836297,0.3925525489999018,0.338626330000352,NA,1.6954884892585627,NA,proposed_marginal_not_below_baseline_no_finite_break_even
13,252,1000,rep13_m252,1.0919998203462455e-06,15.372064482000042,15.372065573999862,0.000134993999836297,0.39463180799975817,0.33840218800014554,NA,1.9364997527870729,NA,proposed_marginal_not_below_baseline_no_finite_break_even
14,12,25,rep14_m12,7.510002433264162e-07,0.2747024780001084,0.2747032290003517,0.00015752599983898108,0.026566315999843937,0.025360528999954113,0.04606828299984045,0.05045578686656871,NA,proposed_marginal_not_below_baseline_no_finite_break_even
14,12,1000,rep14_m12,7.510002433264162e-07,10.959792765000202,10.959793516000445,0.00015752599983898108,0.026589869999952498,0.02343200399991474,0.0014738110003236216,0.0010727171431160968,437,
14,252,25,rep14_m252,7.310000000870787e-07,0.3983580159997473,0.3983587469997474,0.00013465299980452983,0.39332422899997255,0.34061770900007105,NA,2.0437062540004263,NA,proposed_marginal_not_below_baseline_no_finite_break_even
14,252,1000,rep14_m252,7.310000000870787e-07,15.210721465000006,15.210722196000006,0.00013465299980452983,0.3938610879999942,0.33924856599969644,NA,2.1865316425525636,NA,proposed_marginal_not_below_baseline_no_finite_break_even
