contract_id,method,cost_scope,target_definition,target_se,Q,required_pricing_observations,required_simulated_paths,training_paths,pilot_paths,shared_paths,runtime_projection_basis_n,runtime_projection_is_empirical_or_projected,setup_reuse_assumption,projected_pricing_runtime_s_median,projected_pricing_runtime_s_mean_sensitivity,setup_cost_s,ncv_setup_cost_s,setup_runtime_components,marginal_pricing_cost_s,marginal_runtime_components,projected_total_cost_s,marginal_runtime_s,one_time_runtime_s,standalone_runtime_s,feasible,failure_reason
reference,MC,end_to_end,match_gcv_50000_se,0.0009833151099980426,1,65965953,65965953,0,0,0,50000,projected_from_empirical_single_n,no setup cost,415.31738528416923,416.802230335157,0.0,NA,none,415.31738528416923,pricing_runtime_s,415.31738528416923,415.31738528416923,0.0,415.31738528416923,True,
reference,MC,end_to_end,match_scratch_50000_se,0.0006466128459820273,1,152551544,152551544,0,0,0,50000,projected_from_empirical_single_n,no setup cost,960.4546814497305,963.888504427001,0.0,NA,none,960.4546814497305,pricing_runtime_s,960.4546814497305,960.4546814497305,0.0,960.4546814497305,True,
reference,MC,end_to_end,fixed_se_0.001,0.001,1,63783047,63783047,0,0,0,50000,projected_from_empirical_single_n,no setup cost,401.57394990560164,403.0096593491516,0.0,NA,none,401.57394990560164,pricing_runtime_s,401.57394990560164,401.57394990560164,0.0,401.57394990560164,True,
reference,AV,end_to_end,match_gcv_50000_se,0.0009833151099980426,1,15826086,31652172,0,0,0,50000,projected_from_empirical_single_n,no setup cost,157.53340731006261,157.87586849145399,0.0,NA,none,157.53340731006261,pricing_runtime_s,157.53340731006261,157.53340731006261,0.0,157.53340731006261,True,
reference,AV,end_to_end,match_scratch_50000_se,0.0006466128459820273,1,36599090,73198180,0,0,0,50000,projected_from_empirical_single_n,no setup cost,364.3086074565524,365.1005763362393,0.0,NA,none,364.3086074565524,pricing_runtime_s,364.3086074565524,364.3086074565524,0.0,364.3086074565524,True,
reference,AV,end_to_end,fixed_se_0.001,0.001,1,15302379,30604758,0,0,0,50000,projected_from_empirical_single_n,no setup cost,152.32040972227426,152.65153839113393,0.0,NA,none,152.32040972227426,pricing_runtime_s,152.32040972227426,152.32040972227426,0.0,152.32040972227426,True,
reference,GCV,end_to_end,match_gcv_50000_se,0.0009833151099980426,1,50001,50001,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.3932614120707984,0.39777549955092584,0.007594118000042727,NA,pilot_runtime_s,0.3932614120707984,pricing_runtime_s,0.4008555300708411,0.3932614120707984,0.007594118000042727,0.4008555300708411,True,
reference,GCV,end_to_end,match_scratch_50000_se,0.0006466128459820273,1,115631,115631,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.9094460178628125,0.9198851780679007,0.007594118000042727,NA,pilot_runtime_s,0.9094460178628125,pricing_runtime_s,0.9170401358628553,0.9094460178628125,0.007594118000042727,0.9170401358628553,True,
reference,GCV,end_to_end,fixed_se_0.001,0.001,1,48346,48346,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.3802447196651031,0.38460939383790443,0.007594118000042727,NA,pilot_runtime_s,0.3802447196651031,pricing_runtime_s,0.3878388376651458,0.3802447196651031,0.007594118000042727,0.3878388376651458,True,
reference,NCV_SCRATCH,end_to_end,match_gcv_50000_se,0.0009833151099980426,1,21978,21978,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,0.14605180779424262,0.14585108333560967,12.538067612000077,12.538067612000077,ncv_setup_cost_s,0.14605180779424262,pricing_runtime_s,12.68411941979432,0.14605180779424262,12.538067612000077,12.68411941979432,True,
reference,NCV_SCRATCH,end_to_end,match_scratch_50000_se,0.0006466128459820273,1,50826,50826,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,0.3377572655814986,0.3372930731465874,12.538067612000077,12.538067612000077,ncv_setup_cost_s,0.3377572655814986,pricing_runtime_s,12.875824877581575,0.3377572655814986,12.538067612000077,12.875824877581575,True,
reference,NCV_SCRATCH,end_to_end,fixed_se_0.001,0.001,1,21251,21251,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,0.14122062823894121,0.14102654345095283,12.538067612000077,12.538067612000077,ncv_setup_cost_s,0.14122062823894121,pricing_runtime_s,12.679288240239018,0.14122062823894121,12.538067612000077,12.679288240239018,True,
strike_low,MC,end_to_end,match_gcv_50000_se,0.001302392291246947,1,75169443,75169443,0,0,0,50000,projected_from_empirical_single_n,no setup cost,510.1186941977333,512.0830918393955,0.0,NA,none,510.1186941977333,pricing_runtime_s,510.1186941977333,510.1186941977333,0.0,510.1186941977333,True,
strike_low,MC,end_to_end,match_scratch_50000_se,0.0022143005317488656,1,26004700,26004700,0,0,0,50000,projected_from_empirical_single_n,no setup cost,176.47441669886786,177.15399565160973,0.0,NA,none,176.47441669886786,pricing_runtime_s,176.47441669886786,176.47441669886786,0.0,176.47441669886786,True,
strike_low,MC,end_to_end,fixed_se_0.001,0.001,1,127504339,127504339,0,0,0,50000,projected_from_empirical_single_n,no setup cost,865.2764250923759,868.6084868030539,0.0,NA,none,865.2764250923759,pricing_runtime_s,865.2764250923759,865.2764250923759,0.0,865.2764250923759,True,
strike_low,AV,end_to_end,match_gcv_50000_se,0.001302392291246947,1,1149634,2299268,0,0,0,50000,projected_from_empirical_single_n,no setup cost,11.372197968127582,11.357476320744114,0.0,NA,none,11.372197968127582,pricing_runtime_s,11.372197968127582,11.372197968127582,0.0,11.372197968127582,True,
strike_low,AV,end_to_end,match_scratch_50000_se,0.0022143005317488656,1,397714,795428,0,0,0,50000,projected_from_empirical_single_n,no setup cost,3.9341932673319446,3.929100337523442,0.0,NA,none,3.9341932673319446,pricing_runtime_s,3.9341932673319446,3.9341932673319446,0.0,3.9341932673319446,True,
strike_low,AV,end_to_end,fixed_se_0.001,0.001,1,1950038,3900076,0,0,0,50000,projected_from_empirical_single_n,no setup cost,19.2898071746065,19.264835947398225,0.0,NA,none,19.2898071746065,pricing_runtime_s,19.2898071746065,19.2898071746065,0.0,19.2898071746065,True,
strike_low,GCV,end_to_end,match_gcv_50000_se,0.001302392291246947,1,50004,50004,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.388545788176573,0.38974052374776724,0.007507083000064085,NA,pilot_runtime_s,0.388545788176573,pricing_runtime_s,0.39605287117663707,0.388545788176573,0.007507083000064085,0.39605287117663707,True,
strike_low,GCV,end_to_end,match_scratch_50000_se,0.0022143005317488656,1,17299,17299,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.1344183183278645,0.1348316398750625,0.007507083000064085,NA,pilot_runtime_s,0.1344183183278645,pricing_runtime_s,0.14192540132792858,0.1344183183278645,0.007507083000064085,0.14192540132792858,True,
strike_low,GCV,end_to_end,fixed_se_0.001,0.001,1,84817,84817,0,1000,0,50000,projected_from_empirical_single_n,GCV pilot counted once per target,0.659053038072402,0.6610795536899923,0.007507083000064085,NA,pilot_runtime_s,0.659053038072402,pricing_runtime_s,0.6665601210724661,0.659053038072402,0.007507083000064085,0.6665601210724661,True,
strike_low,NCV_SCRATCH,end_to_end,match_gcv_50000_se,0.001302392291246947,1,150952,150952,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,0.998405410015729,0.9997626665448957,12.532240808999859,12.532240808999859,ncv_setup_cost_s,0.998405410015729,pricing_runtime_s,13.530646219015589,0.998405410015729,12.532240808999859,13.530646219015589,True,
strike_low,NCV_SCRATCH,end_to_end,match_scratch_50000_se,0.0022143005317488656,1,52222,52222,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,0.345399380742497,0.3458689250378103,12.532240808999859,12.532240808999859,ncv_setup_cost_s,0.345399380742497,pricing_runtime_s,12.877640189742356,0.345399380742497,12.532240808999859,12.877640189742356,True,
strike_low,NCV_SCRATCH,end_to_end,fixed_se_0.001,0.001,1,256048,256048,20000,0,0,50000,projected_from_empirical_single_n,target NCV setup (training-data generation + optimizer runtime) counted once; validation/tuning evaluation excluded,1.6935165378644033,1.695818745319621,12.532240808999859,12.532240808999859,ncv_setup_cost_s,1.6935165378644033,pricing_runtime_s,14.225757346864262,1.6935165378644033,12.532240808999859,14.225757346864262,True,
strike_low,NCV_TRANSFER_BETA1,end_to_end,match_gcv_50000_se,0.001302392291246947,1,15252488,15252488,0,0,20000,50000,projected_from_empirical_single_n,shared reference NCV training counted once,108.398206221023,108.50514379376317,12.57665540999983,12.57665540999983,shared_reference_training_runtime_s,108.398206221023,pricing_runtime_s,120.97486163102283,108.398206221023,12.57665540999983,120.97486163102283,True,
