contract_id,method,pricing_observations,pricing_simulated_paths,training_paths,pilot_paths,validation_paths,one_time_shared_paths,independent_random_vectors_pricing,payoff_evaluations_pricing,total_paths_one_standalone_valuation,observation_variance,estimator_variance,standard_error,pricing_runtime_s,marginal_runtime_s,standalone_runtime_s,vrr_against_mc,vrr_against_gcv
reference,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,63.78304695769874,0.0012756609391539747,0.03571635768872015,0.3147967750001044,0.3147967750001044,0.3147967750001044,1.0,0.0007579721444950677
reference,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,15.302378301887293,0.00030604756603774586,0.01749405208447442,0.4977017290000276,0.4977017290000276,0.4977017290000276,4.168473372175874,0.0031595056399292775
reference,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.04834597267204577,9.669194534409153e-07,0.0009833151099980426,0.39325354699985837,0.39325354699985837,0.40073140599997714,1319.346563852646,1.0
reference,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.021250682908898744,4.2501365817797486e-07,0.0006466128459820273,0.33226819500009697,0.33226819500009697,12.870335807000174,3199.3404798079164,2.4267084435757327
strike_low,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,127.50433895427277,0.0025500867790854555,0.0504982191017294,0.3393125410000266,0.3393125410000266,0.3393125410000266,1.0,0.0006652175770358026
strike_low,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,1.9500373558048298,3.9000747116096595e-05,0.006244775602693423,0.4946008019999226,0.4946008019999226,0.4946008019999226,65.40748619350795,0.04351187718123496
strike_low,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.08481673247252508,1.6963346494505016e-06,0.001302392291246947,0.388514707000013,0.388514707000013,0.3959941660000368,1503.6618052307538,1.0
strike_low,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.25604737491004187,5.120947498200837e-06,0.0022143005317488656,0.33070294200001626,0.33070294200001626,12.861449969999967,583.8015624220117,0.3894433358470416
strike_low,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,25.871661371959615,0.0005174332274391923,0.022746392109030806,0.3553459810000277,0.3553459810000277,12.931916290999652,4.92958429453739,0.0032799393756388754
strike_low,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,20.124987868686766,0.0004024997573737353,0.020062075306506222,0.35711611000010635,0.35711611000010635,12.941924973999903,6.336374395851647,0.004215653329516848
strike_high,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,6.281666338723876,0.00012563332677447753,0.011207412499039844,0.3430639700000029,0.3430639700000029,0.3430639700000029,1.0,0.005007732667548447
strike_high,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,2.999117961658184,5.998235923316368e-05,0.007744240639054998,0.4956948490000741,0.4956948490000741,0.4956948490000741,2.094581245336967,0.010484912242003371
strike_high,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.03142055553371141,6.284111106742281e-07,0.0007927038525958394,0.3906591780000781,0.3906591780000781,0.39838599500012606,200.0191122173657,1.0
strike_high,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.03030971571487742,6.061943142975483e-07,0.0007742351150601923,0.33036427499996535,0.33036427499996535,12.870832612999948,215.86804767788726,1.0851310310403468
strike_high,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,43.13642873031006,0.000862728574606201,0.029371856124632546,0.3556610959999489,0.3556610959999489,12.932316505999779,0.14562878400129034,0.000728459388697198
strike_high,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,3.4101326860694807,6.820265372138961e-05,0.00825802888427607,0.35732065400020474,0.35732065400020474,12.941005143999973,1.8417838162530504,0.009220360850398499
volatility_low,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,17.900880776095608,0.00035801761552191216,0.018920993446072135,0.340928243999997,0.340928243999997,0.340928243999997,1.0,0.00021487643568754233
