base_seed,replication,contract_id,K,sigma,T,method,monitoring_dates,experiment_role,ncv_epoch,ncv_epoch_source,price,observation_variance,estimator_variance,std_error,ci_lower,ci_upper,pricing_observations,pricing_simulated_paths,pilot_paths,pilot_runtime_s,target_training_paths,target_training_runtime_s,shared_reference_training_paths,shared_reference_training_runtime_s,training_paths,total_simulated_paths,pricing_runtime_s,marginal_runtime_s,standalone_runtime_s,beta,corr_f_c0,param_hash,hash_verified,error,training_data_generation_runtime_s,optimizer_cumulative_training_runtime_s,validation_generation_and_evaluation_runtime_s,ncv_setup_cost_s,setup_cost_excludes_validation_generation_and_evaluation_runtime,validation_generation_and_evaluation_runtime_cost_scope,n_pricing,payoff_variance,control_variance,payoff_control_covariance,optimal_residual_variance,optimal_residual_variance_status,observed_residual_variance,residual_variance_beta_one,variance_improvement_from_estimating_beta,variance_improvement_from_estimating_beta_definition,e_h0,training_runtime_s,end_to_end_runtime_s,var_c0_pilot
42,0,reference,100.0,0.2,1.0,MC,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,5.8197954758452255,63.976118970394914,0.0012795223794078983,0.03577041206650964,5.749685468194866,5.889905483495585,50000,50000,0,0.0,0,0.0,0,0.0,0,50000,0.3176859129998775,0.3176859129998775,0.3176859129998775,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
42,0,reference,100.0,0.2,1.0,AV,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,5.766302881468335,15.130712089533251,0.000302614241790665,0.017395811041473894,5.732207091827046,5.800398671109624,50000,100000,0,0.0,0,0.0,0,0.0,0,100000,0.5051834799999142,0.5051834799999142,0.5051834799999142,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
42,0,reference,100.0,0.2,1.0,GCV,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,5.783253849771633,0.048318401224962955,9.66368024499259e-07,0.000983040194752615,5.781327090989918,5.785180608553348,50000,50000,1000,0.007709554000030039,0,0.0,0,0.0,0,51000,0.39284087800001544,0.39284087800001544,0.4005504320000455,1.0360871683907282,0.9996373764369317,,,,,,,,,,,,,,,,,,,,,,,
42,0,reference,100.0,0.2,1.0,NCV_SCRATCH,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,5.782196179310235,0.02847741746140426,5.695483492280852e-07,0.0007546842712208101,5.780716998138642,5.783675360481828,50000,50000,0,0.0,20000,12.527856836000183,0,0.0,20000,70000,0.33249458099999174,0.33249458099999174,12.860351417000174,nan,nan,,,,0.1834347900000921,12.34442204600009,0.0,12.527856836000183,True,research_tuning_overhead_excluded_from_operational_setup_cost,,,,,,,,,,,,,,
42,0,strike_low,80.0,0.2,1.0,MC,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,21.427049233990488,128.59034983556336,0.002571806996711267,0.050712986470047954,21.327651780509193,21.526446687471783,50000,50000,0,0.0,0,0.0,0,0.0,0,50000,0.3393125410000266,0.3393125410000266,0.3393125410000266,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
42,0,strike_low,80.0,0.2,1.0,AV,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,21.50731003259141,1.9566803069955807,3.913360613991161e-05,0.006255685904831829,21.495048888217937,21.51957117696488,50000,100000,0,0.0,0,0.0,0,0.0,0,100000,0.49400973000001613,0.49400973000001613,0.49400973000001613,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
42,0,strike_low,80.0,0.2,1.0,GCV,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,21.50191026252405,0.08379220447126771,1.6758440894253544e-06,0.0012945439696763314,21.499372956343482,21.504447568704617,50000,50000,1000,0.007507083000064085,0,0.0,0,0.0,0,51000,0.3873347839999042,0.3873347839999042,0.39484186699996826,1.0120207769111356,0.9997163520301566,,,,,,,,,,,,,,,,,,,,,,,
42,0,strike_low,80.0,0.2,1.0,NCV_SCRATCH,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,21.5011547359394,0.30261665321660364,6.052333064332073e-06,0.0024601489923035294,21.496332843914487,21.505976627964316,50000,50000,0,0.0,20000,12.54706496000017,0,0.0,20000,70000,0.3288008960000752,0.3288008960000752,12.875865856000246,nan,nan,,,,0.1833346050000273,12.363730355000143,0.0,12.54706496000017,True,research_tuning_overhead_excluded_from_operational_setup_cost,,,,,,,,,,,,,,
42,0,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,21.45549098063892,26.354594719724826,0.0005270918943944965,0.022958481970602858,21.41049235597654,21.5004896053013,50000,50000,0,0.0,0,0.0,20000,13.578486545000032,0,50000,0.3553459810000277,0.3553459810000277,13.93383252600006,1.0,0.917617558066944,1f9f0c5e928f55d4673962022a5a00ba7c117bfae17f13d0ab9fe01638936294,True,,,,,,,,50000,128.59034983556336,63.169111113242735,82.70243311454065,20.314448488722945,ok,26.354594719724826,26.354594719724826,1.0,residual_variance_beta_one / observed_residual_variance,5.750217242967382,13.578486545000032,13.93383252600006,
42,0,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,21.464430300623338,20.31607871728242,0.00040632157434564837,0.020157419833541402,21.424921757749598,21.503938843497078,50000,50000,1000,0.008205923999867082,0,0.0,20000,13.578486545000032,0,51000,0.358852595000144,0.358852595000144,13.945545064000044,1.3143027780579026,0.9153347546893941,1f9f0c5e928f55d4673962022a5a00ba7c117bfae17f13d0ab9fe01638936294,True,,,,,,,,50000,128.59034983556336,63.169111113242735,82.70243311454065,20.314448488722945,ok,20.31607871728242,26.354594719724826,1.2972284212162253,residual_variance_beta_one / observed_residual_variance,5.750217242967382,13.578486545000032,13.945545064000044,58.94405651470321
42,0,strike_high,120.0,0.2,1.0,MC,252,expanded_training_followup_stage8_m252_n20000_r5,NA,NA,0.5437977265342545,6.475907433844917,0.00012951814867689834,0.011380604055888172,0.5214917425847136,0.5661037104837954,50000,50000,0,0.0,0,0.0,0,0.0,0,50000,0.33907162099990273,0.33907162099990273,0.33907162099990273,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
