base_seed,replication,contract_id,K,sigma,T,method,monitoring_dates,experiment_role,ncv_epoch,ncv_epoch_source,estimated_beta,payoff_control_correlation,payoff_variance,control_variance,payoff_control_covariance,optimal_residual_variance,optimal_residual_variance_status,observed_residual_variance,residual_variance_beta_one,variance_improvement_from_estimating_beta,variance_improvement_from_estimating_beta_definition,parameter_hash,hash_verification,target_training_paths,pilot_paths,pricing_paths,marginal_runtime_s,error
42,3,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.9806487075877932,460.0620423938218,65.00626067869895,169.58961505313619,17.63330962877734,ok,185.8890729662485,185.8890729662485,1.0,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,0,50000,0.36149763799994616,
42,3,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,2.5323216552075145,0.9815728155231913,460.0620423938218,65.00626067869895,169.58961505313619,17.63330962877734,ok,18.013723312060755,185.8890729662485,10.319303219328894,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,1000,50000,0.35680814699981056,
42,3,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.9997808945404456,30.04998446178341,65.68507085776892,44.41813252714182,0.013166788694444875,ok,6.898790265268635,6.898790265268635,1.0,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,0,50000,0.3546164110000518,
42,3,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,0.676855483474225,0.9997758326274476,30.04998446178341,65.68507085776892,44.41813252714182,0.013166788694444875,ok,0.013192590495550818,6.898790265268634,522.9291599398344,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,1000,50000,0.36175105500001337,
42,3,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.999388075185563,141.19085066302608,64.49302996937898,95.36605796312573,0.17274350099052072,ok,14.951764706153345,14.951764706153345,1.0,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,0,50000,0.3550648440000259,
42,3,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.4784490561061763,0.9993945021048415,141.19085066302608,64.49302996937898,95.36605796312573,0.17274350099052072,ok,0.17274767069170188,14.951764706153345,86.55262699800657,residual_variance_beta_one / observed_residual_variance,72cbe26e77a2e42959aef381203aff84fc8b30e78146cd5269c0385c15248218,True,0,1000,50000,0.35941032200003065,
42,4,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.9195778513989303,127.73350637153642,65.10835103541706,83.86085147198308,19.719061254036006,ok,25.12015446298741,25.12015446298741,1.0,residual_variance_beta_one / observed_residual_variance,34564ae2144d99841264883824bc78398ee4ca6ab685538b4838c5d110b1403b,True,0,0,50000,0.3566412650000075,
42,4,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.285664855371531,0.9187233785603893,127.73350637153642,65.10835103541706,83.86085147198308,19.719061254036006,ok,19.719422358767638,25.12015446298741,1.2738788188599501,residual_variance_beta_one / observed_residual_variance,34564ae2144d99841264883824bc78398ee4ca6ab685538b4838c5d110b1403b,True,0,1000,50000,0.353659301000107,
42,4,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.6796339563153105,6.230813070226786,64.56586508598056,13.631665401892482,3.352786091393649,ok,43.5333473524224,43.5333473524224,1.0,residual_variance_beta_one / observed_residual_variance,34564ae2144d99841264883824bc78398ee4ca6ab685538b4838c5d110b1403b,True,0,0,50000,0.3590429809999023,
42,4,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,0.2010100194436867,0.6776376916010122,6.230813070226786,64.56586508598056,13.631665401892482,3.352786091393649,ok,3.359395996526554,43.5333473524224,12.958682869609207,residual_variance_beta_one / observed_residual_variance,34564ae2144d99841264883824bc78398ee4ca6ab685538b4838c5d110b1403b,True,0,1000,50000,0.35732065400020474,
42,4,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,252,expanded_training_followup_stage8_m252_n20000_r5,200,capacity_and_data_sensitivity_best_tested_configuration,1.0,0.9900049029513507,17.81085409447013,63.73096419391399,33.35454056325526,0.35426309106457055,ok,14.832737161873515,14.832737161873515,1.0,residual_variance_beta_one / observed_residual_variance,34564ae2144d99841264883824bc78398ee4ca6ab685538b4838c5d110b1403b,True,0,0,50000,0.3583796479999819,
