base_seed,replication,contract_id,method,target_training_runtime_s,ncv_setup_cost_s,pilot_runtime_s,pricing_runtime_s,marginal_runtime_s,standalone_runtime_s,pricing_observations
42,0,reference,MC,0.0,0.0,0.0,0.3176859129998775,0.3176859129998775,0.3176859129998775,50000
42,0,reference,AV,0.0,0.0,0.0,0.5051834799999142,0.5051834799999142,0.5051834799999142,50000
42,0,reference,GCV,0.0,0.0,0.007709554000030039,0.39284087800001544,0.39284087800001544,0.4005504320000455,50000
42,0,reference,NCV_SCRATCH,12.527856836000183,12.527856836000183,0.0,0.33249458099999174,0.33249458099999174,12.860351417000174,50000
42,0,strike_low,MC,0.0,0.0,0.0,0.3393125410000266,0.3393125410000266,0.3393125410000266,50000
42,0,strike_low,AV,0.0,0.0,0.0,0.49400973000001613,0.49400973000001613,0.49400973000001613,50000
42,0,strike_low,GCV,0.0,0.0,0.007507083000064085,0.3873347839999042,0.3873347839999042,0.39484186699996826,50000
42,0,strike_low,NCV_SCRATCH,12.54706496000017,12.54706496000017,0.0,0.3288008960000752,0.3288008960000752,12.875865856000246,50000
42,0,strike_low,NCV_TRANSFER_BETA1,0.0,0.0,0.0,0.3553459810000277,0.3553459810000277,13.93383252600006,50000
42,0,strike_low,NCV_TRANSFER_BETA,0.0,0.0,0.008205923999867082,0.358852595000144,0.358852595000144,13.945545064000044,50000
42,0,strike_high,MC,0.0,0.0,0.0,0.33907162099990273,0.33907162099990273,0.33907162099990273,50000
42,0,strike_high,AV,0.0,0.0,0.0,0.4956948490000741,0.4956948490000741,0.4956948490000741,50000
42,0,strike_high,GCV,0.0,0.0,0.007514047000086066,0.38870299700010946,0.38870299700010946,0.39621704400019553,50000
42,0,strike_high,NCV_SCRATCH,12.535538447999897,12.535538447999897,0.0,0.33529416500005027,0.33529416500005027,12.870832612999948,50000
42,0,strike_high,NCV_TRANSFER_BETA1,0.0,0.0,0.0,0.3572538139999324,0.3572538139999324,13.935740358999965,50000
42,0,strike_high,NCV_TRANSFER_BETA,0.0,0.0,0.008093082000186769,0.3627908550001848,0.3627908550001848,13.949370482000404,50000
42,0,volatility_low,MC,0.0,0.0,0.0,0.3418517289999272,0.3418517289999272,0.3418517289999272,50000
42,0,volatility_low,AV,0.0,0.0,0.0,0.49585501399997156,0.49585501399997156,0.49585501399997156,50000
42,0,volatility_low,GCV,0.0,0.0,0.007489029999987906,0.3924767379999139,0.3924767379999139,0.3999657679999018,50000
42,0,volatility_low,NCV_SCRATCH,12.582025091000105,12.582025091000105,0.0,0.3326220659998853,0.3326220659998853,12.91464715699999,50000
42,0,volatility_low,NCV_TRANSFER_BETA1,0.0,0.0,0.0,0.3577069790001133,0.3577069790001133,13.936193524000146,50000
42,0,volatility_low,NCV_TRANSFER_BETA,0.0,0.0,0.008349073000090357,0.3575759330001347,0.3575759330001347,13.944411551000258,50000
42,0,volatility_high,MC,0.0,0.0,0.0,0.33980584799996905,0.33980584799996905,0.33980584799996905,50000
42,0,volatility_high,AV,0.0,0.0,0.0,0.49749982599996656,0.49749982599996656,0.49749982599996656,50000
42,0,volatility_high,GCV,0.0,0.0,0.007493559000067762,0.3893420489998789,0.3893420489998789,0.39683560799994666,50000
42,0,volatility_high,NCV_SCRATCH,12.559561453000015,12.559561453000015,0.0,0.33295778999990944,0.33295778999990944,12.892519242999924,50000
42,0,volatility_high,NCV_TRANSFER_BETA1,0.0,0.0,0.0,0.3563831940000455,0.3563831940000455,13.934869739000078,50000
42,0,volatility_high,NCV_TRANSFER_BETA,0.0,0.0,0.008159204999856229,0.35595805699995253,0.35595805699995253,13.942603806999841,50000
