portfolio,shared_reference_training_counted_once,initial_cost_s,gcv_cycle_marginal_cost_s,transfer_beta1_cycle_marginal_cost_s,transfer_beta_cycle_marginal_cost_s,break_even_q_beta1,break_even_q_beta1_failure_reason,break_even_q_beta,break_even_q_beta_failure_reason
six_target_contract_cycle,True,12.57665540999983,2.3388166949998777,2.1417660540000725,2.1465882930006046,64,,66,
