portfolio,shared_reference_training_counted_once,initial_cost_s,gcv_cycle_marginal_cost_s,transfer_beta1_cycle_marginal_cost_s,transfer_beta_cycle_marginal_cost_s,break_even_q_beta1,break_even_q_beta1_failure_reason,break_even_q_beta,break_even_q_beta_failure_reason
six_target_contract_cycle,True,12.507258970000066,2.3424593470000445,2.127077197000517,2.13310930199998,59,,60,
