contract_id,replication,method,comparator,variance_ratio,is_valid,invalid_reason,beats_comparator
strike_high,3,AV,GCV,0.010223813065881875,True,,False
strike_high,3,GCV,MC,200.38942450007488,True,,True
strike_high,3,GCV,GCV,1.0,True,,False
strike_high,3,NCV_SCRATCH,MC,247.07071672644025,True,,True
strike_high,3,NCV_SCRATCH,GCV,1.232952873350599,True,,True
strike_high,3,NCV_TRANSFER_BETA1,MC,0.14324303387701823,True,,False
strike_high,3,NCV_TRANSFER_BETA1,GCV,0.0007148233208133432,True,,False
strike_high,3,NCV_TRANSFER_BETA,MC,1.8310014644254944,True,,True
strike_high,3,NCV_TRANSFER_BETA,GCV,0.009137216043179016,True,,False
volatility_low,3,MC,MC,1.0,True,,False
volatility_low,3,MC,GCV,0.0002199447863238529,True,,False
volatility_low,3,AV,MC,6.27952668363271,True,,True
volatility_low,3,AV,GCV,0.001381149154646529,True,,False
volatility_low,3,GCV,MC,4546.595610261804,True,,True
volatility_low,3,GCV,GCV,1.0,True,,False
volatility_low,3,NCV_SCRATCH,MC,4064.50543127693,True,,True
volatility_low,3,NCV_SCRATCH,GCV,0.8939667785943439,True,,False
volatility_low,3,NCV_TRANSFER_BETA1,MC,1.201230267899202,True,,True
volatility_low,3,NCV_TRANSFER_BETA1,GCV,0.00026420433459883457,True,,False
volatility_low,3,NCV_TRANSFER_BETA,MC,48.98535410722723,True,,True
volatility_low,3,NCV_TRANSFER_BETA,GCV,0.010774073242112363,True,,False
volatility_high,3,MC,MC,1.0,True,,False
volatility_high,3,MC,GCV,0.004794064178459253,True,,False
volatility_high,3,AV,MC,3.0696520919001076,True,,True
volatility_high,3,AV,GCV,0.014716109134110816,True,,False
volatility_high,3,GCV,MC,208.5912834653345,True,,True
volatility_high,3,GCV,GCV,1.0,True,,False
volatility_high,3,NCV_SCRATCH,MC,688.4866682407736,True,,True
volatility_high,3,NCV_SCRATCH,GCV,3.3006492735598525,True,,True
volatility_high,3,NCV_TRANSFER_BETA1,MC,2.4749278430010477,True,,True
volatility_high,3,NCV_TRANSFER_BETA1,GCV,0.011864962916402749,True,,False
volatility_high,3,NCV_TRANSFER_BETA,MC,25.53953085788743,True,,True
volatility_high,3,NCV_TRANSFER_BETA,GCV,0.12243815002045284,True,,False
maturity_short,3,MC,MC,1.0,True,,False
maturity_short,3,MC,GCV,0.0003453498020432446,True,,False
maturity_short,3,AV,MC,4.0823087938166065,True,,True
maturity_short,3,AV,GCV,0.0014098245338239614,True,,False
maturity_short,3,GCV,MC,2895.6148058679946,True,,True
maturity_short,3,GCV,GCV,1.0,True,,False
maturity_short,3,NCV_SCRATCH,MC,4117.829042161429,True,,True
maturity_short,3,NCV_SCRATCH,GCV,1.422091444558373,True,,True
maturity_short,3,NCV_TRANSFER_BETA1,MC,4.3558338935258645,True,,True
maturity_short,3,NCV_TRANSFER_BETA1,GCV,0.0015042863728624127,True,,False
maturity_short,3,NCV_TRANSFER_BETA,MC,2277.792558778939,True,,True
maturity_short,3,NCV_TRANSFER_BETA,GCV,0.7866352092698822,True,,False
maturity_long,3,MC,MC,1.0,True,,False
maturity_long,3,MC,GCV,0.0016326729373924759,True,,False
maturity_long,3,AV,MC,4.228408037133845,True,,True
maturity_long,3,AV,GCV,0.006903607370481269,True,,False
maturity_long,3,GCV,MC,612.4925434221315,True,,True
maturity_long,3,GCV,GCV,1.0,True,,False
maturity_long,3,NCV_SCRATCH,MC,2097.382420971537,True,,True
maturity_long,3,NCV_SCRATCH,GCV,3.424339518082942,True,,True
maturity_long,3,NCV_TRANSFER_BETA1,MC,9.443089390305849,True,,True
maturity_long,3,NCV_TRANSFER_BETA1,GCV,0.015417476492930373,True,,False
maturity_long,3,NCV_TRANSFER_BETA,MC,817.3241937079754,True,,True
maturity_long,3,NCV_TRANSFER_BETA,GCV,1.334423092143137,True,,True
reference,4,MC,MC,1.0,True,,False
reference,4,MC,GCV,0.0007536708951320627,True,,False
reference,4,AV,MC,4.178241592446343,True,,True
reference,4,AV,GCV,0.003149019081057051,True,,False
reference,4,GCV,MC,1326.8390838215585,True,,True
reference,4,GCV,GCV,1.0,True,,False
reference,4,NCV_SCRATCH,MC,3570.360679156709,True,,True
reference,4,NCV_SCRATCH,GCV,2.6908769290043564,True,,True
strike_low,4,MC,MC,1.0,True,,False
strike_low,4,MC,GCV,0.0006838287546255432,True,,False
strike_low,4,AV,MC,65.28299051814658,True,,True
strike_low,4,AV,GCV,0.04464238610425532,True,,False
strike_low,4,GCV,MC,1462.3544172949973,True,,True
strike_low,4,GCV,GCV,1.0,True,,False
strike_low,4,NCV_SCRATCH,MC,658.1630201076462,True,,True
strike_low,4,NCV_SCRATCH,GCV,0.4500707983807981,True,,False
strike_low,4,NCV_TRANSFER_BETA1,MC,5.084901311404824,True,,True
strike_low,4,NCV_TRANSFER_BETA1,GCV,0.003477201731171752,True,,False
strike_low,4,NCV_TRANSFER_BETA,MC,6.4775480765917886,True,,True
strike_low,4,NCV_TRANSFER_BETA,GCV,0.004429533634242846,True,,False
strike_high,4,MC,MC,1.0,True,,False
strike_high,4,MC,GCV,0.005146811713198707,True,,False
strike_high,4,AV,MC,2.06596153261305,True,,True
strike_high,4,AV,GCV,0.010633115015070797,True,,False
strike_high,4,GCV,MC,194.29504239208063,True,,True
strike_high,4,GCV,GCV,1.0,True,,False
strike_high,4,NCV_SCRATCH,MC,170.1640496577839,True,,True
strike_high,4,NCV_SCRATCH,GCV,0.8758023239440087,True,,False
strike_high,4,NCV_TRANSFER_BETA1,MC,0.1431273598096075,True,,False
strike_high,4,NCV_TRANSFER_BETA1,GCV,0.0007366495719472938,True,,False
strike_high,4,NCV_TRANSFER_BETA,MC,1.854742065737154,True,,True
strike_high,4,NCV_TRANSFER_BETA,GCV,0.009546008188898352,True,,False
volatility_low,4,MC,MC,1.0,True,,False
volatility_low,4,MC,GCV,0.00021030573951089286,True,,False
volatility_low,4,AV,MC,6.399353893314365,True,,True
volatility_low,4,AV,GCV,0.0013458208529253891,True,,False
volatility_low,4,GCV,MC,4754.981972083575,True,,True
volatility_low,4,GCV,GCV,1.0,True,,False
volatility_low,4,NCV_SCRATCH,MC,6533.023955497422,True,,True
volatility_low,4,NCV_SCRATCH,GCV,1.373932434203264,True,,True
volatility_low,4,NCV_TRANSFER_BETA1,MC,1.2007799976562419,True,,True
volatility_low,4,NCV_TRANSFER_BETA1,GCV,0.00025253092539698414,True,,False
volatility_low,4,NCV_TRANSFER_BETA,MC,50.21324670255242,True,,True
volatility_low,4,NCV_TRANSFER_BETA,GCV,0.010560133981023189,True,,False
volatility_high,4,MC,MC,1.0,True,,False
volatility_high,4,MC,GCV,0.004741000650196661,True,,False
volatility_high,4,AV,MC,3.0551082565880274,True,,True
volatility_high,4,AV,GCV,0.014484270230905025,True,,False
volatility_high,4,GCV,MC,210.92593605919865,True,,True
volatility_high,4,GCV,GCV,1.0,True,,False
volatility_high,4,NCV_SCRATCH,MC,741.9251713083179,True,,True
volatility_high,4,NCV_SCRATCH,GCV,3.5174677195700035,True,,True
volatility_high,4,NCV_TRANSFER_BETA1,MC,2.4878207577002893,True,,True
volatility_high,4,NCV_TRANSFER_BETA1,GCV,0.01179475982982982,True,,False
volatility_high,4,NCV_TRANSFER_BETA,MC,26.031428873214384,True,,True
volatility_high,4,NCV_TRANSFER_BETA,GCV,0.12341502121345752,True,,False
maturity_short,4,MC,MC,1.0,True,,False
maturity_short,4,MC,GCV,0.00036486082949184175,True,,False
maturity_short,4,AV,MC,4.0454252908817026,True,,True
maturity_short,4,AV,GCV,0.0014760172272783732,True,,False
maturity_short,4,GCV,MC,2740.7710534253442,True,,True
maturity_short,4,GCV,GCV,1.0,True,,False
maturity_short,4,NCV_SCRATCH,MC,3200.27944103289,True,,True
maturity_short,4,NCV_SCRATCH,GCV,1.167656611460948,True,,True
maturity_short,4,NCV_TRANSFER_BETA1,MC,4.326306873948429,True,,True
maturity_short,4,NCV_TRANSFER_BETA1,GCV,0.0015784999146650808,True,,False
maturity_short,4,NCV_TRANSFER_BETA,MC,1844.3593478193557,True,,True
maturity_short,4,NCV_TRANSFER_BETA,GCV,0.6729344815264023,True,,False
maturity_long,4,MC,MC,1.0,True,,False
maturity_long,4,MC,GCV,0.0016693404982519046,True,,False
maturity_long,4,AV,MC,4.292404216522001,True,,True
maturity_long,4,AV,GCV,0.007165484193507414,True,,False
maturity_long,4,GCV,MC,599.0389624208944,True,,True
maturity_long,4,GCV,GCV,1.0,True,,False
maturity_long,4,NCV_SCRATCH,MC,3078.4010754780575,True,,True
maturity_long,4,NCV_SCRATCH,GCV,5.1388995851577395,True,,True
maturity_long,4,NCV_TRANSFER_BETA1,MC,9.481960283066229,True,,True
maturity_long,4,NCV_TRANSFER_BETA1,GCV,0.01582862030333855,True,,False
maturity_long,4,NCV_TRANSFER_BETA,MC,836.3916200047152,True,,True
maturity_long,4,NCV_TRANSFER_BETA,GCV,1.396222403672389,True,,True
