contract_id,method,pricing_observations,pricing_simulated_paths,training_paths,pilot_paths,validation_paths,one_time_shared_paths,independent_random_vectors_pricing,payoff_evaluations_pricing,total_paths_one_standalone_valuation,observation_variance,estimator_variance,standard_error,pricing_runtime_s,marginal_runtime_s,standalone_runtime_s,vrr_against_mc,vrr_against_gcv
strike_high,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,6.281666338723876,0.00012563332677447753,0.011207412499039844,0.33864162800000486,0.33864162800000486,0.33864162800000486,1.0,0.005007732667548447
strike_high,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,2.999117961658184,5.998235923316368e-05,0.007744240639054998,0.4940021009999782,0.4940021009999782,0.4940021009999782,2.094581245336967,0.010484912242003371
strike_high,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.03142055553371141,6.284111106742281e-07,0.0007927038525958394,0.38942187700013164,0.38942187700013164,0.39693053299993153,200.0191122173657,1.0
strike_high,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.03030971571487742,6.061943142975483e-07,0.0007742351150601923,0.33051650999993853,0.33051650999993853,12.785174411000071,215.86804767788726,1.0851310310403468
strike_high,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,43.13642873031006,0.000862728574606201,0.029371856124632546,0.35440515300001607,0.35440515300001607,12.858941439000091,0.14562878400129034,0.000728459388697198
strike_high,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,3.4101326860694807,6.820265372138961e-05,0.00825802888427607,0.354927631999999,0.354927631999999,12.869982765000259,1.8417838162530504,0.009220360850398499
volatility_low,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,17.900880776095608,0.00035801761552191216,0.018920993446072135,0.3394814260000203,0.3394814260000203,0.3394814260000203,1.0,0.00021487643568754233
volatility_low,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,2.8075693077435586,5.615138615487117e-05,0.007493352990777714,0.494266664999941,0.494266664999941,0.494266664999941,6.375883568543233,0.0013698933828634227
volatility_low,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.0038464110077998234,7.692822015599647e-08,0.00027734253115757065,0.3912468060000265,0.3912468060000265,0.3987458939999442,4655.542454104816,1.0
volatility_low,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.0031019366283069776,6.203873256613955e-08,0.00024644923379738443,0.3311608140000999,0.3311608140000999,12.834788600000024,6297.280479250784,1.3544609586754641
volatility_low,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,14.736071200846872,0.00029472142401693746,0.017167105072103978,0.3545362820000264,0.3545362820000264,12.867211378000093,1.214855140742499,0.00026102693971224625
volatility_low,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,0.3583324950632489,7.166649901264977e-06,0.0026770495534754676,0.3550590249999459,0.3550590249999459,12.870480196000017,49.95646302409097,0.010734089332736136
volatility_high,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,453.3465313440294,0.009066930626880588,0.09521753994530555,0.3390715909999926,0.3390715909999926,0.3390715909999926,1.0,0.004872149551454931
volatility_high,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,149.87612083215993,0.002997522416643199,0.054749449379560354,0.49567205199991804,0.49567205199991804,0.49567205199991804,3.024826788882976,0.014730534710297612
volatility_high,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,2.2077573149004066,4.415514629800813e-05,0.0066446473025782,0.3925365210000109,0.3925365210000109,0.40021971799990297,205.45720651413814,1.0
volatility_high,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.720612861171547,1.441225722343094e-05,0.0037915698045993336,0.3289829360001022,0.3289829360001022,12.81043826799987,636.0633378688243,3.091164593493538
volatility_high,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,183.64874815632436,0.0036729749631264873,0.06060309081921449,0.3584622630000922,0.3584622630000922,12.867282682000223,2.4686064944383244,0.012026832954382356
volatility_high,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,17.677938438773367,0.00035355876877546735,0.018802342618314136,0.35648824499992315,0.35648824499992315,12.870240386000205,25.64689643669976,0.12494883691026712
maturity_short,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,29.547536960671902,0.000590950739213438,0.024309149444867444,0.3378825150000466,0.3378825150000466,0.3378825150000466,1.0,0.00036142410579349896
maturity_short,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,7.316197353710543,0.00014632394707421087,0.012096297364334678,0.49299489700001686,0.49299489700001686,0.49299489700001686,4.038776823105898,0.0014595880978229107
maturity_short,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.010676949629455751,2.1353899258911503e-07,0.0004620862756489533,0.3892104039998685,0.3892104039998685,0.39674918200000775,2768.5018845974614,1.0
maturity_short,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.00817199589863319,1.634399179726638e-07,0.0004027472444775411,0.32987316000003375,0.32987316000003375,12.796548110999993,3723.1879378600242,1.3434916089954545
maturity_short,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,6.613005841700963,0.00013226011683401928,0.011498713318293144,0.35289071100010005,0.35289071100010005,12.860797091999984,4.471956397358269,0.0016166978472760161
maturity_short,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,0.015054793231461382,3.0109586462922763e-07,0.0005481010114701229,0.3552971100000377,0.3552971100000377,12.870613967000054,1981.1606743439222,0.7152927569380912
maturity_long,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,140.74600825693545,0.0028149201651387094,0.05305559441401037,0.33814031300005354,0.33814031300005354,0.33814031300005354,1.0,0.0016480490502856465
maturity_long,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,32.83940874691699,0.0006567881749383398,0.025627505083159512,0.490402240000094,0.490402240000094,0.490402240000094,4.286174976021564,0.007064333924246347
maturity_long,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.23192975943506863,4.638595188701373e-06,0.0021536083482772465,0.3891741989999673,0.3891741989999673,0.3969283249999762,607.1955993428996,1.0
maturity_long,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.0658189274603291,1.3163785492065818e-06,0.0011352067562363857,0.33247439699994175,0.33247439699994175,12.805792096999994,2308.267461125266,3.823543563298991
maturity_long,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,15.131661083503952,0.00030263322167007906,0.01739572783794901,0.35368667000011556,0.35368667000011556,12.865822322000213,9.303704045685254,0.015334313864597727
maturity_long,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,0.16329363903451363,3.265872780690273e-06,0.0018067678492996106,0.35662836100004824,0.35662836100004824,12.874728974000163,863.3188435102928,1.4231034467466712
