contract_id,method,pricing_observations,pricing_simulated_paths,training_paths,pilot_paths,validation_paths,one_time_shared_paths,independent_random_vectors_pricing,payoff_evaluations_pricing,total_paths_one_standalone_valuation,observation_variance,estimator_variance,standard_error,pricing_runtime_s,marginal_runtime_s,standalone_runtime_s,vrr_against_mc,vrr_against_gcv
reference,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,63.78304695769874,0.0012756609391539747,0.03571635768872015,0.3127601600000389,0.3127601600000389,0.3127601600000389,1.0,0.0007579721444950677
reference,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,15.302378301887293,0.00030604756603774586,0.01749405208447442,0.49324546000002556,0.49324546000002556,0.49324546000002556,4.168473372175874,0.0031595056399292775
reference,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.04834597267204577,9.669194534409153e-07,0.0009833151099980426,0.38888708199988287,0.38888708199988287,0.39658175799991113,1319.346563852646,1.0
reference,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.021250682908898744,4.2501365817797486e-07,0.0006466128459820273,0.33150317699983134,0.33150317699983134,12.793372906999934,3199.3404798079164,2.4267084435757327
strike_low,MC,50000.0,50000.0,0,0,0,0,50000.0,50000.0,50000.0,127.50433895427277,0.0025500867790854555,0.0504982191017294,0.33831341199993403,0.33831341199993403,0.33831341199993403,1.0,0.0006652175770358026
strike_low,AV,50000.0,100000.0,0,0,0,0,50000.0,100000.0,100000.0,1.9500373558048298,3.9000747116096595e-05,0.006244775602693423,0.49767760999998245,0.49767760999998245,0.49767760999998245,65.40748619350795,0.04351187718123496
strike_low,GCV,50000.0,50000.0,0,1000.0,0,0,50000.0,50000.0,51000.0,0.08481673247252508,1.6963346494505016e-06,0.001302392291246947,0.3908695400000397,0.3908695400000397,0.39841241900001023,1503.6618052307538,1.0
strike_low,NCV_SCRATCH,50000.0,50000.0,20000.0,0,0,0,50000.0,50000.0,70000.0,0.25604737491004187,5.120947498200837e-06,0.0022143005317488656,0.33121696099999554,0.33121696099999554,12.815858238000033,583.8015624220117,0.3894433358470416
strike_low,NCV_TRANSFER_BETA1,50000.0,50000.0,0,0,0,20000,50000.0,50000.0,70000.0,25.871661371959615,0.0005174332274391923,0.022746392109030806,0.3530961180001668,0.3530961180001668,12.859628824000083,4.92958429453739,0.0032799393756388754
strike_low,NCV_TRANSFER_BETA,50000.0,50000.0,0,1000.0,0,20000,50000.0,50000.0,71000.0,20.124987868686766,0.0004024997573737353,0.020062075306506222,0.3547089290000258,0.3547089290000258,12.8701054940002,6.336374395851647,0.004215653329516848
