contract_id,method,baseline_method,initial_cost_s,baseline_marginal_cost_s,proposed_marginal_cost_s,baseline_setup_runtime_components,baseline_marginal_runtime_components,proposed_setup_runtime_components,proposed_marginal_runtime_components,baseline_setup_cost_s,proposed_setup_cost_s,break_even_q,verified_q,verified_q_minus_1,q_minus_1_verification_status,cost_baseline_q_minus_1,cost_proposed_q_minus_1,cost_baseline_q,cost_proposed_q,failure_reason,break_even_q_mean_runtime_sensitivity,break_even_q_mean_runtime_sensitivity_reason
strike_low,NCV_SCRATCH,GCV,12.482694616000003,0.3908695400000397,0.33121696099999554,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.007582995999996456,12.482694616000003,210,True,True,verified_against_q_minus_1,81.6993168560083,81.70703946499907,82.09018639600833,82.03825642599907,,200,
strike_low,NCV_TRANSFER_BETA1,GCV,12.507258970000066,0.3908695400000397,0.3530961180001668,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.007582995999996456,12.507258970000066,331,True,True,verified_against_q_minus_1,128.9945311960131,129.02897791005512,129.38540073601314,129.38207402805529,,320,
strike_low,NCV_TRANSFER_BETA,GCV,12.515396565000174,0.3908695400000397,0.3547089290000258,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.007582995999996456,12.515396565000174,346,True,True,verified_against_q_minus_1,134.8575742960137,134.88997707000908,135.24844383601373,135.2446859990091,,339,
strike_high,NCV_SCRATCH,GCV,12.45569784700001,0.38942187700013164,0.33051650999993853,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.007608873999970456,12.45569784700001,212,True,True,verified_against_q_minus_1,82.17562492102775,82.19468145698704,82.56504679802788,82.52519796698698,,212,
strike_high,NCV_TRANSFER_BETA1,GCV,12.507258970000066,0.38942187700013164,0.35440515300001607,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.007608873999970456,12.507258970000066,357,True,True,verified_against_q_minus_1,138.64179708604684,138.6754934380058,139.03121896304697,139.0298985910058,,362,
strike_high,NCV_TRANSFER_BETA,GCV,12.515419677000182,0.38942187700013164,0.354927631999999,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.007608873999970456,12.515419677000182,363,True,True,verified_against_q_minus_1,140.97832834804763,140.99922246099982,141.36775022504776,141.35415009299982,,374,
volatility_low,NCV_SCRATCH,GCV,12.505634041000008,0.3912468060000265,0.3311608140000999,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.007579513000109728,12.505634041000008,209,True,True,verified_against_q_minus_1,81.38691516100562,81.38708335302078,81.77816196700564,81.71824416702088,,210,
volatility_low,NCV_TRANSFER_BETA1,GCV,12.507258970000066,0.3912468060000265,0.3545362820000264,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.007579513000109728,12.507258970000066,341,True,True,verified_against_q_minus_1,133.0314935530091,133.04959485000904,133.42274035900914,133.40413113200907,,355,
volatility_low,NCV_TRANSFER_BETA,GCV,12.515421171000071,0.3912468060000265,0.3550590249999459,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.007579513000109728,12.515421171000071,346,True,True,verified_against_q_minus_1,134.98772758300925,135.0107847959814,135.37897438900927,135.36584382098135,,353,
volatility_high,NCV_SCRATCH,GCV,12.465220705999968,0.3925365210000109,0.3289829360001022,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.007565422999959992,12.465220705999968,197,True,True,verified_against_q_minus_1,76.9447235390021,76.94587616202,77.33726006000211,77.2748590980201,,216,
