contract_id,method,target_definition,initial_cost_s,baseline_marginal_cost_s,proposed_marginal_cost_s,baseline_setup_cost_s,proposed_setup_cost_s,break_even_q,verified_q,verified_q_minus_1,q_minus_1_verification_status,cost_baseline_q_minus_1,cost_proposed_q_minus_1,cost_baseline_q,cost_proposed_q,failure_reason,break_even_q_mean_runtime_sensitivity,break_even_q_mean_runtime_sensitivity_reason
reference,MC,fixed_se_0.001,0.0,0.3760226973273267,398.97591970020005,0.007653548000007504,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
reference,AV,fixed_se_0.001,0.0,0.3760226973273267,150.9565793789946,0.007653548000007504,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
reference,NCV_SCRATCH,fixed_se_0.001,12.462586623999982,0.3760226973273267,0.14089548028846832,0.007653548000007504,12.462586623999982,53,True,True,verified_against_q_minus_1,19.560833809020995,19.789151599000334,19.93685650634832,19.930047079288805,,54,
strike_low,MC,fixed_se_0.001,0.0,0.6630476354836673,862.7285594377252,0.007582995999996456,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,AV,fixed_se_0.001,0.0,0.6630476354836673,19.409805024982916,0.007582995999996456,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_SCRATCH,fixed_se_0.001,12.482694616000003,0.6630476354836673,1.6961488086025371,0.007582995999996456,12.482694616000003,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA1,fixed_se_0.001,12.507258970000066,0.6630476354836673,182.70366836824863,0.007582995999996456,12.507258970000066,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA,fixed_se_0.001,12.515396565000174,0.6630476354836673,142.77025879236743,0.007582995999996456,12.515396565000174,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,MC,fixed_se_0.001,0.0,0.24472049594442272,42.544678788678134,0.007608873999970456,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,AV,fixed_se_0.001,0.0,0.24472049594442272,29.631411862937053,0.007608873999970456,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
