config_id,replication,checkpoint,split,train_seed,validation_seed,test_seed,pilot_seed,network_init_seed,train_paths,validation_paths,test_paths,hidden_width,parameter_count,parameter_count_formula,parameter_to_training_path_ratio,mse,payoff_mean,network_output_mean,analytic_eh,payoff_variance,network_output_variance,payoff_network_covariance,payoff_network_correlation,centered_residual_mean,centered_residual_variance,ncv_price_estimate,estimator_variance_at_reporting_n,standard_error,ncv_vrr_vs_mc,generalization_gap_ratio,generalization_gap_log,optimizer_cumulative_runtime_s,training_data_generation_runtime_s,validation_tuning_overhead_runtime_s,total_ncv_setup_runtime_s,ncv_setup_cost_s,setup_cost_excludes_validation_generation_and_evaluation_runtime,inference_runtime_per_observation_s,training_continuous_no_reinit_between_checkpoints,parameters_per_training_path,paths_per_parameter
w32_n5000,0,0,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,100.27226314269456,5.971022191743278,0.10824589250166082,0.09314692038365258,64.6456298399956,1.269548370706477,0.0009391714916074019,0.00010366942491353716,5.8627762992416175,65.91329986771886,5.95592321962527,0.0013182659973543771,0.03630793298102189,0.9807676139676311,0.9933372000308393,-0.006685095509877055,0.0,0.013711933000081444,0.49656077900010587,0.013711933000081444,0.0,True,3.030253399992944e-07,True,,
w32_n5000,0,0,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,99.60416911091973,5.803972742783505,0.09226090905092175,0.09314692038365258,66.18471350736219,1.3525628075821807,0.2750302770246847,0.029068521236874433,5.711711833732584,66.98721576089501,5.804858754116236,0.0013397443152179003,0.0366025178808494,0.9880200685396855,0.9933372000308393,-0.006685095509877055,0.0,0.013711933000081444,0.49656077900010587,0.013711933000081444,0.0,True,3.030253399992944e-07,True,,
w32_n5000,0,0,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,97.5849640361665,5.793550941149976,0.09265442258576771,0.09314692038365258,64.00267943636368,1.3214596612774188,0.1190472279796464,0.0129447376824858,5.70089651856421,65.0860446416818,5.794043438947862,0.001301720892833636,0.03607936935193901,0.9833548772047469,0.9933372000308393,-0.006685095509877055,0.0,0.013711933000081444,0.49656077900010587,0.013711933000081444,0.0,True,3.030253399992944e-07,True,,
w32_n5000,0,10,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.09153590213707144,5.971022191743278,5.9723010137773676,5.867862204522484,64.6456298399956,64.42431441806461,64.48919584039675,0.9992921437451374,-0.0012788220340891321,0.09155257726672991,5.866583382488395,1.8310515453345982e-06,0.0013531635323694613,706.1038779023837,3.471803855330338,1.2446743019218658,0.20808479499999066,0.013711933000081444,0.49656077900010587,0.2217967280000721,0.2217967280000721,True,3.050773599989043e-07,True,,
w32_n5000,0,10,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.31779469794062515,5.803972742783505,5.888895271031595,5.867862204522484,66.18471350736219,64.42820561600897,65.15115259992113,0.9977120985781,-0.08492252824808937,0.3106139235289306,5.7829396762743945,6.2122784705786114e-06,0.002492444276323668,213.07709826857695,3.471803855330338,1.2446743019218658,0.20808479499999066,0.013711933000081444,0.49656077900010587,0.2217967280000721,0.2217967280000721,True,3.050773599989043e-07,True,,
w32_n5000,0,10,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.31775966680527773,5.793550941149976,5.880309583736327,5.867862204522484,64.00267943636368,62.31265180253393,63.00254621468978,0.9976332306344312,-0.08675864258634938,0.3102388095180422,5.781103561936135,6.204776190360844e-06,0.0024909388170649325,206.301331338243,3.471803855330338,1.2446743019218658,0.20808479499999066,0.013711933000081444,0.49656077900010587,0.2217967280000721,0.2217967280000721,True,3.050773599989043e-07,True,,
w32_n5000,0,25,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.04935757858687752,5.971022191743278,5.943696865809375,5.827398301280051,64.6456298399956,64.14382442400776,64.37041681736402,0.9996300676224532,0.027325325933902918,0.04862062927533859,5.8547236272139545,9.724125855067718e-07,0.000986109824262375,1329.5926195012296,6.078236670054376,1.8047146325411085,0.600024142000052,0.013711933000081444,0.49656077900010587,0.6137360750001335,0.6137360750001335,True,3.075711799988312e-07,True,,
w32_n5000,0,25,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.3000070441118496,5.803972742783505,5.846281012280728,5.827398301280051,66.18471350736219,64.0724031540222,64.97943489112622,0.9978415335424856,-0.0423082694972221,0.29824687913191317,5.785090031782829,5.9649375826382635e-06,0.0024423221701156184,221.91250986431615,6.078236670054376,1.8047146325411085,0.600024142000052,0.013711933000081444,0.49656077900010587,0.6137360750001335,0.6137360750001335,True,3.075711799988312e-07,True,,
w32_n5000,0,25,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.2964166052602265,5.793550941149976,5.840087113923786,5.827398301280051,64.00267943636368,61.98758468078036,62.84800362106138,0.9977920781088444,-0.04653617277380874,0.29425687502129316,5.780862128506242,5.8851375004258635e-06,0.0024259302340392773,217.5061480950353,6.078236670054376,1.8047146325411085,0.600024142000052,0.013711933000081444,0.49656077900010587,0.6137360750001335,0.6137360750001335,True,3.075711799988312e-07,True,,
w32_n5000,0,50,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.036120786028041155,5.971022191743278,5.975718057153174,5.850919230335556,64.6456298399956,64.99444399242167,64.80198393817498,0.9997251095488106,-0.004695865409896558,0.036105956067306745,5.84622336492566,7.221191213461349e-07,0.0008497759241977469,1790.4422671840282,9.18435088016513,2.2175010444402887,1.1429316070000368,0.013711933000081444,0.49656077900010587,1.1566435400001183,1.1566435400001183,True,3.068989400003375e-07,True,,
w32_n5000,0,50,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.33174597294889613,5.803972742783505,5.873327868758547,5.850919230335556,66.18471350736219,64.97011443691838,65.41392970398852,0.9975497805173559,-0.06935512597504154,0.3269685363035127,5.781564104360515,6.539370726070254e-06,0.002557219334759976,202.4192121223719,9.18435088016513,2.2175010444402887,1.1429316070000368,0.013711933000081444,0.49656077900010587,1.1566435400001183,1.1566435400001183,True,3.068989400003375e-07,True,,
w32_n5000,0,50,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.3235177435032017,5.793550941149976,5.862224124528866,5.850919230335556,64.00267943636368,62.84655676378946,63.265214043301555,0.9975281483716656,-0.06867318337888821,0.3188081135500823,5.7822460469566686,6.376162271001647e-06,0.0025251063880560847,200.75611854310398,9.18435088016513,2.2175010444402887,1.1429316070000368,0.013711933000081444,0.49656077900010587,1.1566435400001183,1.1566435400001183,True,3.068989400003375e-07,True,,
w32_n5000,0,100,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.04020596658007661,5.971022191743278,5.9543085283997295,5.816839372911258,64.6456298399956,64.5750863263079,64.59039077967218,0.9996911071327222,0.016713663343547864,0.03993460695910696,5.833553036254806,7.986921391821391e-07,0.0008936957755199133,1618.787181408665,9.06151521151479,2.204036347960572,2.0532319989999905,0.013711933000081444,0.49656077900010587,2.066943932000072,2.066943932000072,True,3.0452771999989637e-07,True,,
w32_n5000,0,100,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.36432697775901945,5.803972742783505,5.835239937579425,5.816839372911258,66.18471350736219,64.51236365286968,65.1668457406877,0.9973012805680188,-0.031267194795919544,0.3633856788564991,5.7855721781153395,7.267713577129982e-06,0.0026958697255486923,182.13352192533299,9.06151521151479,2.204036347960572,2.0532319989999905,0.013711933000081444,0.49656077900010587,2.066943932000072,2.066943932000072,True,3.0452771999989637e-07,True,,
w32_n5000,0,100,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.3567495307017863,5.793550941149976,5.828931833744704,5.816839372911258,64.00267943636368,62.38652179189585,63.016848197510896,0.9972687570956064,-0.03538089259472782,0.35550483323765136,5.781458480316531,7.110096664753027e-06,0.0026664764511904145,180.0332188270941,9.06151521151479,2.204036347960572,2.0532319989999905,0.013711933000081444,0.49656077900010587,2.066943932000072,2.066943932000072,True,3.0452771999989637e-07,True,,
w32_n5000,0,200,training,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.023304610680289668,5.971022191743278,5.957400872263708,5.8121998688611045,64.6456298399956,64.7236325375299,64.6730693412253,0.9998214399376276,0.013621319479569618,0.023123695074940165,5.825821188340674,4.624739014988033e-07,0.0006800543371663792,2795.6444517405002,14.395107469093565,2.6668883897600337,3.701325429999997,0.013711933000081444,0.49656077900010587,3.7150373630000786,3.7150373630000786,True,3.038154000000759e-07,True,,
w32_n5000,0,200,validation,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.3354723752681555,5.803972742783505,5.835358376775257,5.8121998688611045,66.18471350736219,64.65803968649477,65.25411621226648,0.9975112414944302,-0.031385633991750914,0.33452076932402375,5.780814234869354,6.690415386480475e-06,0.002586583728874918,197.8493402400803,14.395107469093565,2.6668883897600337,3.701325429999997,0.013711933000081444,0.49656077900010587,3.7150373630000786,3.7150373630000786,True,3.038154000000759e-07,True,,
w32_n5000,0,200,test,1042,2042,3042,4042,5042,5000,10000,50000,32,8129,8129,1.6258,0.33390564563941444,5.793550941149976,5.822081758344879,5.8121998688611045,64.00267943636368,62.53431515694437,63.101948146616266,0.9974347403122578,-0.02853081719490182,0.3330983000756071,5.7836690516662035,6.661966001512142e-06,0.0025810784570625012,192.14351866051632,14.395107469093565,2.6668883897600337,3.701325429999997,0.013711933000081444,0.49656077900010587,3.7150373630000786,3.7150373630000786,True,3.038154000000759e-07,True,,
w16_n5000,0,0,training,1042,2042,3042,4042,170042,5000,10000,50000,16,4065,4065,0.813,113.69304779785769,5.971022191743278,-0.9882163554749168,-1.0158172975012112,64.6456298399956,1.3847560039399542,0.37764209141663196,0.03991390140167348,6.959238547218195,65.2751016611023,5.943421249716984,0.001305502033222046,0.03613173166652888,0.9903566320834734,1.000792350750539,0.0007920370064023514,0.0,0.013711933000081444,0.49656077900010587,0.013711933000081444,0.0,True,1.981242600004407e-07,True,,
