config_id,hidden_width,train_paths,selected_checkpoint,metric,count,mean,std_dev,median,ci95_lower,ci95_upper
w32_n100,32,100,2,training_data_generation_runtime_s,2,0.0004335159999868665,7.77845743725194e-05,0.0004335159999868665,-0.0002653506730458554,0.0011323826730195883
w32_n100,32,100,2,optimizer_cumulative_runtime_s,2,0.015297577499950421,0.00381002356607742,0.015297577499950421,-0.01893412609013185,0.04952928109003269
w32_n100,32,100,2,validation_tuning_overhead_runtime_s,2,0.007701630500037027,0.00032550741436610805,0.007701630500037027,0.0047770624149040125,0.01062619858517004
w32_n100,32,100,2,ncv_setup_cost_s,2,0.015731093499937288,0.0038878081404499394,0.015731093499937288,-0.0191994767631777,0.05066166376305228
w32_n100,32,100,2,inference_runtime_per_observation_s,2,3.3602000007704195e-07,7.894140225755356e-09,3.3602000007704195e-07,2.65093964156268e-07,4.069460359978159e-07
w16_n100,16,100,2,training_data_generation_runtime_s,2,0.0004335159999868665,7.77845743725194e-05,0.0004335159999868665,-0.0002653506730458554,0.0011323826730195883
w16_n100,16,100,2,optimizer_cumulative_runtime_s,2,0.008155439500001194,0.00010663382392102138,0.008155439500001194,0.007197372603606765,0.009113506396395623
w16_n100,16,100,2,validation_tuning_overhead_runtime_s,2,0.007701630500037027,0.00032550741436610805,0.007701630500037027,0.0047770624149040125,0.01062619858517004
w16_n100,16,100,2,ncv_setup_cost_s,2,0.00858895549998806,2.884924954850199e-05,0.00858895549998806,0.008329755276626353,0.008848155723349767
w16_n100,16,100,2,inference_runtime_per_observation_s,2,2.1966700001030403e-07,1.073246673360591e-08,2.1966700001030403e-07,1.2323961218880031e-07,3.1609438783180774e-07
w8_n100,8,100,2,training_data_generation_runtime_s,2,0.0004335159999868665,7.77845743725194e-05,0.0004335159999868665,-0.0002653506730458554,0.0011323826730195883
w8_n100,8,100,2,optimizer_cumulative_runtime_s,2,0.008362573999988854,8.99722671480149e-06,0.008362573999988854,0.008281737125178932,0.008443410874798775
w8_n100,8,100,2,validation_tuning_overhead_runtime_s,2,0.007701630500037027,0.00032550741436610805,0.007701630500037027,0.0047770624149040125,0.01062619858517004
w8_n100,8,100,2,ncv_setup_cost_s,2,0.00879608999997572,6.87873476577179e-05,0.00879608999997572,0.00817806020175292,0.00941411979819852
w8_n100,8,100,2,inference_runtime_per_observation_s,2,1.9913799997084425e-07,4.862066257929969e-09,1.9913799997084425e-07,1.5545406781392247e-07,2.42821932127766e-07
w32_n200,32,200,2,training_data_generation_runtime_s,2,0.0007295484999758628,7.25031938063824e-05,0.0007295484999758628,7.813314868720944e-05,0.0013809638512645162
w32_n200,32,200,2,optimizer_cumulative_runtime_s,2,0.007810050499983845,3.313573094443221e-05,0.007810050499983845,0.007512337769272753,0.008107763230694936
w32_n200,32,200,2,validation_tuning_overhead_runtime_s,2,0.007701630500037027,0.00032550741436610805,0.007701630500037027,0.0047770624149040125,0.01062619858517004
w32_n200,32,200,2,ncv_setup_cost_s,2,0.008539598999959708,0.0001056389247508146,0.008539598999959708,0.007590470917959963,0.009488727081959452
w32_n200,32,200,2,inference_runtime_per_observation_s,2,3.3197099992321456e-07,1.9180978601097316e-08,3.3197099992321456e-07,1.596367445956369e-07,5.043052552507923e-07
w32_n400,32,400,2,training_data_generation_runtime_s,2,0.0015722614999731377,0.00036865224173960394,0.0015722614999731377,-0.0017399474793644574,0.004884470479310733
w32_n400,32,400,2,optimizer_cumulative_runtime_s,2,0.011700039500055937,0.0040021557921038915,0.011700039500055937,-0.024257903651901842,0.047657982652013715
w32_n400,32,400,2,validation_tuning_overhead_runtime_s,2,0.007701630500037027,0.00032550741436610805,0.007701630500037027,0.0047770624149040125,0.01062619858517004
w32_n400,32,400,2,ncv_setup_cost_s,2,0.013272301000029074,0.004370808033843496,0.013272301000029074,-0.025997851131266306,0.052542453131324454
w32_n400,32,400,2,inference_runtime_per_observation_s,2,5.708840000124837e-07,2.252304803862769e-07,5.708840000124837e-07,-1.4527315788204478e-06,2.5944995788454154e-06
