config_id,replication,checkpoint,split,train_seed,validation_seed,test_seed,pilot_seed,network_init_seed,train_paths,validation_paths,test_paths,hidden_width,parameter_count,parameter_count_formula,parameter_to_training_path_ratio,parameters_per_training_path,paths_per_parameter,mse,payoff_mean,network_output_mean,analytic_eh,payoff_variance,network_output_variance,payoff_network_covariance,payoff_network_correlation,centered_residual_mean,centered_residual_variance,ncv_price_estimate,estimator_variance_at_reporting_n,standard_error,ncv_vrr_vs_mc,generalization_gap_ratio,generalization_gap_log,optimizer_cumulative_runtime_s,training_data_generation_runtime_s,validation_tuning_overhead_runtime_s,total_ncv_setup_runtime_s,ncv_setup_cost_s,setup_cost_excludes_validation_generation_and_evaluation_runtime,inference_runtime_per_observation_s,training_continuous_no_reinit_between_checkpoints
w16_n100,0,0,validation,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,120.72849846322787,5.603519398115148,-1.3757126684613532,-1.2908168671523372,69.75555187904834,1.1742583662541564,-0.725455793980989,-0.08015668215159986,6.979232066576501,72.38072183326447,5.688415199424164,0.14476144366652896,0.3804752865384675,0.9637310890562345,0.9683727084916204,-0.03213823637687915,0.0,0.0003785139999763487,0.007471462000012252,0.0003785139999763487,0.0,True,2.0090400016670173e-07,True
w16_n100,0,0,test,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,127.69552230686557,6.149411986176467,-1.1737971435416992,-1.2908168671523372,72.9338871112683,1.3395175066808245,0.029422574867314043,0.0029767461416719495,7.323209129718167,74.2145594682145,6.032392262565828,0.14842911893642902,0.38526499832768224,0.9827436507590576,0.9683727084916204,-0.03213823637687915,0.0,0.0003785139999763487,0.007471462000012252,0.0003785139999763487,0.0,True,2.0090400016670173e-07,True
w16_n100,0,1,training,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,109.14745069452107,6.300217984482835,-0.6886006284047084,-1.12425183767083,65.37394049012116,1.1059800264425592,2.783462737737561,0.3273478087843952,6.988818612887542,60.91299504108859,5.864566775216712,0.12182599008217719,0.34903580057377664,1.0732347087189433,1.069904001575644,0.0675689262952968,0.0023440049999408075,0.0003785139999763487,0.007471462000012252,0.002722518999917156,0.002722518999917156,True,2.1668800013685542e-07,True
w16_n100,0,1,validation,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,116.77729425984839,5.603519398115148,-1.2101377242742863,-1.12425183767083,69.75555187904834,1.088295075372152,0.06947579964234625,0.007973900874890135,6.813657122389435,70.70489535513578,5.689405284718605,0.14140979071027154,0.37604493177048876,0.9865731577521035,1.069904001575644,0.0675689262952968,0.0023440049999408075,0.0003785139999763487,0.007471462000012252,0.002722518999917156,0.002722518999917156,True,2.1668800013685542e-07,True
w16_n100,0,1,test,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,124.123378538035,6.149411986176467,-1.021196370185953,-1.12425183767083,72.9338871112683,1.3075701083964675,0.6949999837299704,0.07116846883644071,7.170608356362421,72.85145725220481,6.04635651869159,0.14570291450440961,0.38171051138842066,1.0011314785204382,1.069904001575644,0.0675689262952968,0.0023440049999408075,0.0003785139999763487,0.007471462000012252,0.002722518999917156,0.002722518999917156,True,2.1668800013685542e-07,True
w16_n100,0,2,training,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,97.57719321555913,6.300217984482835,-0.1972427775107214,-0.967436400519772,65.37394049012116,1.3838966053567654,5.419223162934288,0.5697480951673698,6.497460761993556,55.91939076960935,5.530024361473783,0.1118387815392187,0.33442305772661474,1.1690746195620232,1.1615451325090238,0.14975112956253905,0.0082308409999996,0.0003785139999763487,0.007471462000012252,0.008609354999975949,0.008609354999975949,True,2.1207800000411227e-07,True
w16_n100,0,2,validation,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,113.34031382342526,5.603519398115148,-1.0563998886897603,-0.967436400519772,69.75555187904834,1.1193259611859514,0.7712133338511907,0.08727841521019744,6.659919286804909,69.3324511725319,5.692482886285137,0.13866490234506382,0.37237736551120265,1.0061024916811836,1.1615451325090238,0.14975112956253905,0.0082308409999996,0.0003785139999763487,0.007471462000012252,0.008609354999975949,0.008609354999975949,True,2.1207800000411227e-07,True
w16_n100,0,2,test,1042,2042,3042,4042,165142,100,200,500,16,4065,4065,40.65,40.65,0.024600246002460024,121.0017691039764,6.149411986176467,-0.8805121732073808,-0.967436400519772,72.9338871112683,1.3851436263383636,1.296822273969819,0.12902336876718842,7.029924159383849,71.72538618966702,6.062487758864077,0.14345077237933404,0.3787489569349783,1.016848998462073,1.1615451325090238,0.14975112956253905,0.0082308409999996,0.0003785139999763487,0.007471462000012252,0.008609354999975949,0.008609354999975949,True,2.1207800000411227e-07,True
w8_n100,0,0,training,1042,2042,3042,4042,85142,100,200,500,8,2033,2033,20.33,20.33,0.04918839153959666,91.02287951947281,6.300217984482835,1.1202049929077897,0.8908002312967407,65.37394049012116,1.4573859284079602,0.9962970847258947,0.10207026489867603,5.180012991575045,64.83873224907734,6.070813222871785,0.12967746449815468,0.36010757350846523,1.0082544525853439,1.037786267908504,0.037089855939218645,0.0,0.0003785139999763487,0.007471462000012252,0.0003785139999763487,0.0,True,2.012520001244411e-07,True
w8_n100,0,0,validation,1042,2042,3042,4042,85142,100,200,500,8,2033,2033,20.33,20.33,0.04918839153959666,94.46229443079909,5.603519398115148,0.8607167993170549,0.8908002312967407,69.75555187904834,0.9674939515032193,-0.8033604714745279,-0.09779056156501818,4.742802598798094,72.32976677350061,5.6336028300948335,0.14465953354700123,0.38034133820425203,0.9644100208077073,1.037786267908504,0.037089855939218645,0.0,0.0003785139999763487,0.007471462000012252,0.0003785139999763487,0.0,True,2.012520001244411e-07,True
