contract_id,method,phase,count,mean,std_dev,median,minimum,maximum,first_quartile,third_quartile
maturity_long,AV,marginal,2,0.0024570790000097986,2.225123609207561e-05,0.0024570790000097986,0.002441345000079309,0.002472812999940288,0.002449212000044554,0.0024649459999750434
maturity_long,AV,pilot,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,AV,pricing,2,0.0024570790000097986,2.225123609207561e-05,0.0024570790000097986,0.002441345000079309,0.002472812999940288,0.002449212000044554,0.0024649459999750434
maturity_long,AV,setup_cost,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,AV,standalone,2,0.0024570790000097986,2.225123609207561e-05,0.0024570790000097986,0.002441345000079309,0.002472812999940288,0.002449212000044554,0.0024649459999750434
maturity_long,AV,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,GCV,marginal,2,0.002130351499886274,2.775606236931259e-05,0.002130351499886274,0.002110724999965896,0.0021499779998066515,0.002120538249926085,0.0021401647498464627
maturity_long,GCV,pilot,2,0.0010417920001373204,2.15384714731948e-06,0.0010417920001373204,0.0010402690002138115,0.0010433150000608293,0.001041030500175566,0.0010425535000990749
maturity_long,GCV,pricing,2,0.002130351499886274,2.775606236931259e-05,0.002130351499886274,0.002110724999965896,0.0021499779998066515,0.002120538249926085,0.0021401647498464627
maturity_long,GCV,setup_cost,2,0.0010417920001373204,2.15384714731948e-06,0.0010417920001373204,0.0010402690002138115,0.0010433150000608293,0.001041030500175566,0.0010425535000990749
maturity_long,GCV,standalone,2,0.0031721435000235942,2.990990951663207e-05,0.0031721435000235942,0.0031509940001797077,0.003193292999867481,0.003161568750101651,0.0031827182499455375
maturity_long,GCV,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,MC,marginal,2,0.0016030839999530144,1.6008898649673723e-06,0.0016030839999530144,0.0016019519998735632,0.0016042160000324657,0.0016025179999132888,0.00160364999999274
maturity_long,MC,pilot,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,MC,pricing,2,0.0016030839999530144,1.6008898649673723e-06,0.0016030839999530144,0.0016019519998735632,0.0016042160000324657,0.0016025179999132888,0.00160364999999274
maturity_long,MC,setup_cost,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,MC,standalone,2,0.0016030839999530144,1.6008898649673723e-06,0.0016030839999530144,0.0016019519998735632,0.0016042160000324657,0.0016025179999132888,0.00160364999999274
maturity_long,MC,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,NCV_SCRATCH,marginal,2,0.003001203999929203,0.0016046459037948155,0.003001203999929203,0.0018665479999526724,0.004135859999905733,0.0024338759999409376,0.003568531999917468
maturity_long,NCV_SCRATCH,ncv_setup,2,0.18664895799997794,0.0044144648064182,0.18664895799997794,0.18352746000005027,0.1897704559999056,0.1850882090000141,0.18820970699994177
maturity_long,NCV_SCRATCH,pilot,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,NCV_SCRATCH,pricing,2,0.003001203999929203,0.0016046459037948155,0.003001203999929203,0.0018665479999526724,0.004135859999905733,0.0024338759999409376,0.003568531999917468
maturity_long,NCV_SCRATCH,setup_cost,2,0.18664895799997794,0.0044144648064182,0.18664895799997794,0.18352746000005027,0.1897704559999056,0.1850882090000141,0.18820970699994177
maturity_long,NCV_SCRATCH,standalone,2,0.18965016199990714,0.002809818902623385,0.18965016199990714,0.187663319999956,0.19163700399985828,0.18865674099993157,0.1906435829998827
maturity_long,NCV_SCRATCH,target_training,2,0.18664895799997794,0.0044144648064182,0.18664895799997794,0.18352746000005027,0.1897704559999056,0.1850882090000141,0.18820970699994177
maturity_long,NCV_TRANSFER_BETA,marginal,2,0.001843568499907633,1.01236478024098e-05,0.001843568499907633,0.0018364099998962047,0.0018507269999190612,0.0018399892499019188,0.001847147749913347
maturity_long,NCV_TRANSFER_BETA,pilot,2,0.0006716890001143838,1.643316305494717e-06,0.0006716890001143838,0.0006705270000111341,0.0006728510002176336,0.000671108000062759,0.0006722700001660087
maturity_long,NCV_TRANSFER_BETA,pricing,2,0.001843568499907633,1.01236478024098e-05,0.001843568499907633,0.0018364099998962047,0.0018507269999190612,0.0018399892499019188,0.001847147749913347
maturity_long,NCV_TRANSFER_BETA,setup_cost,2,0.6791231304999883,0.7004243102701548,0.6791231304999883,0.18384835100005148,1.174397909999925,0.4314857407500199,0.9267605202499567
maturity_long,NCV_TRANSFER_BETA,standalone,2,0.6809666989998959,0.7004344339179572,0.6809666989998959,0.18568476099994768,1.1762486369998442,0.4333257299999218,0.92860766799987
maturity_long,NCV_TRANSFER_BETA,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,NCV_TRANSFER_BETA1,marginal,2,0.003544857000065349,0.0014950302107603868,0.003544857000065349,0.002487710999957926,0.004602003000172772,0.0030162840000116375,0.00407343000011906
maturity_long,NCV_TRANSFER_BETA1,pilot,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_long,NCV_TRANSFER_BETA1,pricing,2,0.003544857000065349,0.0014950302107603868,0.003544857000065349,0.002487710999957926,0.004602003000172772,0.0030162840000116375,0.00407343000011906
maturity_long,NCV_TRANSFER_BETA1,setup_cost,2,0.6784514414998739,0.7004259535864603,0.6784514414998739,0.18317549999983385,1.173727382999914,0.4308134707498539,0.9260894122498939
maturity_long,NCV_TRANSFER_BETA1,standalone,2,0.6819962984999393,0.6989309233756998,0.6819962984999393,0.18777750300000662,1.176215093999872,0.43488690074997294,0.9291056962499056
maturity_long,NCV_TRANSFER_BETA1,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_short,AV,marginal,2,0.002459573499891121,4.285774216238241e-06,0.002459573499891121,0.0024565429998801847,0.0024626039999020577,0.002458058249885653,0.0024610887498965894
maturity_short,AV,pilot,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_short,AV,pricing,2,0.002459573499891121,4.285774216238241e-06,0.002459573499891121,0.0024565429998801847,0.0024626039999020577,0.002458058249885653,0.0024610887498965894
maturity_short,AV,setup_cost,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_short,AV,standalone,2,0.002459573499891121,4.285774216238241e-06,0.002459573499891121,0.0024565429998801847,0.0024626039999020577,0.002458058249885653,0.0024610887498965894
maturity_short,AV,target_training,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maturity_short,GCV,marginal,2,0.002124581000089165,1.871711663484194e-05,0.002124581000089165,0.002111345999992409,0.0021378160001859214,0.002117963500040787,0.0021311985001375433
