contract_id,method,target_definition,initial_cost_s,baseline_marginal_cost_s,proposed_marginal_cost_s,baseline_setup_cost_s,proposed_setup_cost_s,break_even_q,verified_q,verified_q_minus_1,q_minus_1_verification_status,cost_baseline_q_minus_1,cost_proposed_q_minus_1,cost_baseline_q,cost_proposed_q,failure_reason,break_even_q_mean_runtime_sensitivity,break_even_q_mean_runtime_sensitivity_reason
reference,MC,match_gcv_50000_se,0.0,0.0015004368600511951,2.067428408130263,0.0008297299999640018,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
reference,AV,match_gcv_50000_se,0.0,0.0015004368600511951,0.6534584166176841,0.0008297299999640018,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
reference,NCV_SCRATCH,match_gcv_50000_se,0.13335063299996364,0.0015004368600511951,4.721074221895182,0.0008297299999640018,0.13335063299996364,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,MC,match_gcv_50000_se,0.0,0.0021385465350448386,2.028183725656622,0.0010813009998855705,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,AV,match_gcv_50000_se,0.0,0.0021385465350448386,0.03699324637537188,0.0010813009998855705,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_SCRATCH,match_gcv_50000_se,0.18820887600008973,0.0021385465350448386,4.896224116661059,0.0010813009998855705,0.18820887600008973,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA1,match_gcv_50000_se,0.6784514414998739,0.0021385465350448386,2.643798562601747,0.0010813009998855705,0.6784514414998739,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA,match_gcv_50000_se,0.6791339704997199,0.0021385465350448386,2.012797701584441,0.0010813009998855705,0.6791339704997199,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,MC,match_gcv_50000_se,0.0,0.0022234323924885755,0.14532845377994819,0.001059244499970191,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,AV,match_gcv_50000_se,0.0,0.0022234323924885755,0.25528855618993246,0.001059244499970191,0.0,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
