contract_id,method,baseline_method,initial_cost_s,baseline_marginal_cost_s,proposed_marginal_cost_s,baseline_setup_runtime_components,baseline_marginal_runtime_components,proposed_setup_runtime_components,proposed_marginal_runtime_components,baseline_setup_cost_s,proposed_setup_cost_s,break_even_q,verified_q,verified_q_minus_1,q_minus_1_verification_status,cost_baseline_q_minus_1,cost_proposed_q_minus_1,cost_baseline_q,cost_proposed_q,failure_reason,break_even_q_mean_runtime_sensitivity,break_even_q_mean_runtime_sensitivity_reason
strike_low,NCV_SCRATCH,GCV,0.18820887600008973,0.0021279070000446154,0.004131886999971357,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.0010813009998855705,0.18820887600008973,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA1,GCV,0.6784514414998739,0.0021279070000446154,0.00248707549997107,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.0010813009998855705,0.6784514414998739,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_low,NCV_TRANSFER_BETA,GCV,0.6791339704997199,0.0021279070000446154,0.0018757899999854999,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.0010813009998855705,0.6791339704997199,2690,True,True,verified_against_q_minus_1,5.723023224119856,5.723133280460729,5.725151131119901,5.725009070460715,,2690,
strike_high,NCV_SCRATCH,GCV,0.1842747360000203,0.0021276864999890677,0.0033447475000230042,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.001059244499970191,0.1842747360000203,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,NCV_TRANSFER_BETA1,GCV,0.6784514414998739,0.0021276864999890677,0.002473930499945709,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.001059244499970191,0.6784514414998739,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
strike_high,NCV_TRANSFER_BETA,GCV,0.6791318459999047,0.0021276864999890677,0.0018940135000775626,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.001059244499970191,0.6791318459999047,2902,True,True,verified_against_q_minus_1,6.1734777809682555,6.173665009724914,6.175605467468245,6.1755590232249915,,2902,
volatility_low,NCV_SCRATCH,GCV,0.180025477000072,0.0021197114999722544,0.004526496500034227,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.0010511995000115348,0.180025477000072,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
volatility_low,NCV_TRANSFER_BETA1,GCV,0.6784514414998739,0.0021197114999722544,0.0024805174999755764,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s,pricing_runtime_s,0.0010511995000115348,0.6784514414998739,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
volatility_low,NCV_TRANSFER_BETA,GCV,0.6791403824998952,0.0021197114999722544,0.0018600504999994882,pilot_runtime_s,pricing_runtime_s,shared_reference_training_runtime_s|pilot_runtime_s,pricing_runtime_s,0.0010511995000115348,0.6791403824998952,2612,True,True,verified_against_q_minus_1,5.535617925927568,5.535732237998559,5.53773763742754,5.5375922884985584,,2612,
volatility_high,NCV_SCRATCH,GCV,0.18478019149995362,0.002124190500012446,0.004846756500000993,pilot_runtime_s,pricing_runtime_s,ncv_setup_cost_s,pricing_runtime_s,0.0010594394998406642,0.18478019149995362,NA,False,False,not_verified,NA,NA,NA,NA,proposed_marginal_above_baseline_no_long_run_break_even,NA,proposed_marginal_above_baseline_no_long_run_break_even
