portfolio,shared_reference_training_counted_once,initial_cost_s,gcv_cycle_marginal_cost_s,transfer_beta1_cycle_marginal_cost_s,transfer_beta_cycle_marginal_cost_s,break_even_q_beta1,break_even_q_beta1_failure_reason,break_even_q_beta,break_even_q_beta_failure_reason
six_target_contract_cycle,True,0.6784514414998739,0.012754427999993823,0.016459971500012216,0.011190988499947707,NA,proposed_marginal_above_baseline_no_long_run_break_even,434,
