replication,monitoring_dates,ncv_epoch,trajectory_id,training_data_generation_runtime_s,optimizer_cumulative_training_runtime_s,ncv_setup_cost_s,gcv_setup_cost_s,gcv_marginal_pricing_runtime_s,ncv_marginal_pricing_runtime_50000_s,ncv_marginal_pricing_runtime_matched_measured_s,ncv_marginal_pricing_runtime_matched_projected_s,break_even_q,break_even_failure_reason
0,12,25,rep0_m12,3.9100018511817325e-07,0.016086328000028516,0.016086719000213634,0.00031492099992647127,0.0003396280001197738,0.0004348970001046837,NA,0.4139471961777659,NA,proposed_marginal_not_below_baseline_no_finite_break_even
0,12,1000,rep0_m12,3.9100018511817325e-07,0.5484259800000473,0.5484263710002324,0.00031492099992647127,0.00027853400001731643,0.0003583130001061363,NA,0.013011940646432407,NA,proposed_marginal_not_below_baseline_no_finite_break_even
0,252,25,rep0_m252,6.620000476686982e-07,0.017199761000028957,0.017200423000076626,0.0001184420000299724,0.007258674000013343,0.008955583999977534,NA,9.14872376272705,NA,proposed_marginal_not_below_baseline_no_finite_break_even
0,252,1000,rep0_m252,6.620000476686982e-07,0.6382042600000659,0.6382049220001136,0.0001184420000299724,0.012466755000104968,0.009741521000023567,NA,9.919684286438061,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,12,25,rep1_m12,4.2100009522982873e-07,0.07484074099988902,0.07484116199998425,0.00012001599998257007,0.00030291000007309776,0.000375535999864951,NA,0.20593382045719277,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,12,1000,rep1_m12,4.2100009522982873e-07,0.6003793569998379,0.6003797779999331,0.00012001599998257007,0.00029628700008288433,0.0003686729999117233,NA,0.007407303027523238,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,252,25,rep1_m252,5.310000688041328e-07,0.017062914000007368,0.01706344500007617,0.00012188000005153299,0.006823497000141288,0.006083857000021453,NA,7.675106433923549,NA,proposed_marginal_not_below_baseline_no_finite_break_even
1,252,1000,rep1_m252,5.310000688041328e-07,0.6522703610000917,0.6522708920001605,0.00012188000005153299,0.006787368999994214,0.006052306999890789,NA,7.545122706508383,NA,proposed_marginal_not_below_baseline_no_finite_break_even
