contract_id,method,Q,declared_budget_paths,shared_reference_training_paths_per_valuation,pilot_paths,target_training_paths,pricing_observations,pricing_simulated_paths,total_used_paths,feasible,infeasible_reason,estimated_observation_variance,estimated_estimator_variance,estimated_standard_error
maturity_short,NCV_SCRATCH,5,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,5,10000,2000,0,0,8000,8000,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,5,10000,2000,2000,0,6000,6000,10000,True,,,nan,nan
maturity_short,MC,10,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,10,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,10,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,10,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,10,10000,1000,0,0,9000,9000,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,10,10000,1000,2000,0,7000,7000,10000,True,,,nan,nan
maturity_short,MC,25,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,25,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,25,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,25,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,25,10000,400,0,0,9600,9600,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,25,10000,400,2000,0,7600,7600,10000,True,,,nan,nan
maturity_short,MC,50,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,50,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,50,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,50,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,50,10000,200,0,0,9800,9800,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,50,10000,200,2000,0,7800,7800,10000,True,,,nan,nan
maturity_short,MC,100,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,100,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,100,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,100,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,100,10000,100,0,0,9900,9900,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,100,10000,100,2000,0,7900,7900,10000,True,,,nan,nan
maturity_short,MC,250,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,250,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,250,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,250,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,250,10000,40,0,0,9960,9960,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,250,10000,40,2000,0,7960,7960,10000,True,,,nan,nan
maturity_short,MC,500,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,500,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,500,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,500,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,500,10000,20,0,0,9980,9980,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,500,10000,20,2000,0,7980,7980,10000,True,,,nan,nan
maturity_short,MC,1000,10000,0,0,0,10000,10000,10000,True,,29.371814460837445,0.0029371814460837447,0.05419576963272821
maturity_short,AV,1000,10000,0,0,0,5000,10000,10000,True,,7.28352806529702,0.001456705613059404,0.03816681298011931
maturity_short,GCV,1000,10000,0,2000,0,8000,8000,10000,True,,0.010756642787390493,1.3445803484238117e-06,0.0011595604117180837
maturity_short,NCV_SCRATCH,1000,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_short,NCV_TRANSFER_BETA1,1000,10000,10,0,0,9990,9990,10000,True,,,nan,nan
maturity_short,NCV_TRANSFER_BETA,1000,10000,10,2000,0,7990,7990,10000,True,,,nan,nan
maturity_long,MC,1,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,1,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,1,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,1,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,1,10000,10000,0,0,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA,1,10000,10000,2000,0,-2000,-2000,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,MC,5,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,5,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,5,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,5,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,5,10000,2000,0,0,8000,8000,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,5,10000,2000,2000,0,6000,6000,10000,True,,,nan,nan
maturity_long,MC,10,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,10,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,10,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,10,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,10,10000,1000,0,0,9000,9000,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,10,10000,1000,2000,0,7000,7000,10000,True,,,nan,nan
maturity_long,MC,25,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,25,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,25,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,25,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,25,10000,400,0,0,9600,9600,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,25,10000,400,2000,0,7600,7600,10000,True,,,nan,nan
maturity_long,MC,50,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,50,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,50,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,50,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,50,10000,200,0,0,9800,9800,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,50,10000,200,2000,0,7800,7800,10000,True,,,nan,nan
maturity_long,MC,100,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,100,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,100,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,100,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,100,10000,100,0,0,9900,9900,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,100,10000,100,2000,0,7900,7900,10000,True,,,nan,nan
maturity_long,MC,250,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,250,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,250,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,250,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,250,10000,40,0,0,9960,9960,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,250,10000,40,2000,0,7960,7960,10000,True,,,nan,nan
maturity_long,MC,500,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,500,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,500,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,500,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,500,10000,20,0,0,9980,9980,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,500,10000,20,2000,0,7980,7980,10000,True,,,nan,nan
maturity_long,MC,1000,10000,0,0,0,10000,10000,10000,True,,141.72103737697137,0.014172103737697136,0.11904664521815445
maturity_long,AV,1000,10000,0,0,0,5000,10000,10000,True,,32.938796369994726,0.006587759273998945,0.0811650126224283
maturity_long,GCV,1000,10000,0,2000,0,8000,8000,10000,True,,0.23171399245543994,2.8964249056929993e-05,0.005381844391742481
maturity_long,NCV_SCRATCH,1000,10000,0,0,10000,0,0,10000,False,remaining budget does not permit at least 2 pricing observations,,nan,nan
maturity_long,NCV_TRANSFER_BETA1,1000,10000,10,0,0,9990,9990,10000,True,,,nan,nan
maturity_long,NCV_TRANSFER_BETA,1000,10000,10,2000,0,7990,7990,10000,True,,,nan,nan
