window_days,min,median,mean,max,date_of_max
30,0.0921827339309409,0.3110033056004692,0.34727089657618604,2.972432675916136,2020-05-05
90,0.11525399970737042,0.32314288635319205,0.3597629523937322,1.8724522869262592,2020-06-29
