horizon,n_forecasts,MAE,RMSE,MAPE,coverage_90,avg_interval_width,median_interval_width,lower_tail_violation_freq,upper_tail_violation_freq,mean_estimated_mu,median_estimated_mu,mean_estimated_sigma,median_estimated_sigma
1,252,1.0222712330584374,1.346480258404818,1.4793457647435455,0.9642857142857144,5.953420768146536,5.851603156897376,0.0198412698412698,0.0158730158730158,0.127355085646501,0.1266585281149689,0.4150558435101717,0.4152172124209564
5,252,2.426677315078365,3.307607986595774,3.5052164101162337,0.9523809523809524,13.372478346507346,13.134082560780271,0.0357142857142857,0.0119047619047619,0.1275024694810348,0.1267386064961141,0.415114442426117,0.415237950088947
20,252,3.768843522294625,4.806135147391206,5.411829660953093,0.984126984126984,27.21778303844232,26.840032440504118,0.0119047619047619,0.0039682539682539,0.1280840205464283,0.1273602113003936,0.4153359691674214,0.415355733347766
