sample_type,sample_start,sample_end,n_prices,n_returns,S0,mu_annual,sigma_annual,annualisation_factor
full_sample_forward_simulation,2000-01-04,2025-12-31,6599,6598,61.35,0.1212725809094564,0.4131509435160701,252
