period,observations,mean_return,annualized_vol,skewness,excess_kurtosis,jarque_bera_stat,jarque_bera_pvalue,freq_outside_3sigma,freq_outside_5sigma,acf1_returns,acf1_squared_returns,adf_stat_c,adf_pvalue_c
full_sample,6599,0.000142562420021218,0.4131509435160701,-1.936311551565501,76.37177263200941,1605146.1747403461,0.0,0.009699909063352531,0.002576538344953016,-0.006055181525091221,0.36393430458456755,-2.606235490418056,0.09171535462973807
pre-pandemic comparison,2530,-6.087819078982207e-05,0.3031964030361414,0.19408862424354603,2.7699432724087973,819.7848792231058,9.682227944690464e-179,0.013048635824436536,0.0011862396204033216,0.018919705100591617,0.13991667435747843,-1.3618106371317498,0.6004415558972578
COVID-19 stress period,103,-0.0025482627727206387,1.7601053478027535,-1.4891631171065627,12.605773674486164,642.287926483422,3.3802503589781635e-140,0.0196078431372549,0.00980392156862745,-0.058553169952623066,0.3352153111659303,-1.5205675730670347,0.5233134334153955
