contract_id,method,phase,runtime_mean_s,runtime_std_s,runtime_median_s,runtime_min_s,runtime_max_s,n_timing_repetitions
maturity_long,AV,pricing,0.00021369900002810027,3.584748539078148e-05,0.00021369900002810027,0.000188351000019793,0.00023904700003640755,2
maturity_long,GCV,pilot,0.0002279604999557705,6.73872710204901e-07,0.0002279604999557705,0.00022748399999272806,0.00022843699991881294,2
maturity_long,GCV,pricing,0.00027477800000497155,1.757584605992173e-05,0.00027477800000497155,0.00026235000007091003,0.00028720599993903306,2
maturity_long,MC,pricing,0.0001363095000215253,2.8121636728529028e-06,0.0001363095000215253,0.00013432100001864455,0.00013829800002440606,2
maturity_short,AV,pricing,0.00019619149998106877,1.4898032782072084e-05,0.00019619149998106877,0.00018565699997452612,0.00020672599998761143,2
maturity_short,GCV,pilot,0.00022111699996685275,7.071073421224117e-09,0.00022111699996685275,0.00022111199996288633,0.00022112199997081916,2
maturity_short,GCV,pricing,0.00028251250000721484,4.455267703856924e-05,0.00028251250000721484,0.00025100899995322834,0.00031401600006120134,2
maturity_short,MC,pricing,0.00013521249996983897,9.920708533825184e-07,0.00013521249996983897,0.00013451099994199467,0.00013591399999768328,2
reference,AV,pricing,0.00020492300006935693,2.439801240714007e-05,0.00020492300006935693,0.00018767100004879467,0.0002221750000899192,2
reference,GCV,pilot,0.00026425850001032813,2.2619638848505046e-05,0.00026425850001032813,0.00024826399999255955,0.0002802530000280967,2
reference,GCV,pricing,0.00026335699999435747,8.253350369687599e-06,0.00026335699999435747,0.00025752099998044287,0.00026919300000827207,2
reference,MC,pricing,0.00014818649998460387,1.0909950507662304e-05,0.00014818649998460387,0.00014047199999822624,0.0001559009999709815,2
strike_high,AV,pricing,0.0001879010000038761,1.054154799239907e-05,0.0001879010000038761,0.0001804469999342473,0.00019535500007350493,2
strike_high,GCV,pilot,0.0002557779999960985,3.904926479916129e-05,0.0002557779999960985,0.00022816600005626242,0.0002833899999359346,2
strike_high,GCV,pricing,0.00026208400004179566,4.583466077677968e-06,0.00026208400004179566,0.00025884300009693106,0.00026532499998666026,2
strike_high,MC,pricing,0.00016213300000345043,3.743281874952244e-05,0.00016213300000345043,0.00013566400002673618,0.0001886019999801647,2
strike_low,AV,pricing,0.00018887749996565617,9.415126824402028e-06,0.00018887749996565617,0.00018221999994239013,0.0001955349999889222,2
strike_low,GCV,pilot,0.00024735649998319786,2.1599990800740878e-05,0.00024735649998319786,0.00023208300001442694,0.0002626299999519688,2
strike_low,GCV,pricing,0.0002566545000490805,3.280268395705257e-06,0.0002566545000490805,0.0002543350000223654,0.00025897400007579563,2
strike_low,MC,pricing,0.00013611450003736536,2.56467634427626e-06,0.00013611450003736536,0.0001343010000027789,0.00013792800007195183,2
volatility_high,AV,pricing,0.00018827600001714018,2.8552972126834964e-06,0.00018827600001714018,0.00018625699999574863,0.00019029500003853173,2
volatility_high,GCV,pilot,0.00022971950005512554,2.423254956240512e-06,0.00022971950005512554,0.00022800600004302396,0.0002314330000672271,2
volatility_high,GCV,pricing,0.0002745370000525327,2.964757318307593e-05,0.0002745370000525327,0.00025357300000905525,0.0002955010000960101,2
volatility_high,MC,pricing,0.00013614400000960813,1.2331942882299198e-06,0.00013614400000960813,0.00013527199996588024,0.00013701600005333603,2
volatility_low,AV,pricing,0.00018434950004575512,7.148849521257476e-07,0.00018434950004575512,0.00018384400004833878,0.00018485500004317146,2
volatility_low,GCV,pilot,0.00023845500004426867,1.939593904016958e-05,0.00023845500004426867,0.00022474000002148387,0.0002521700000670535,2
volatility_low,GCV,pricing,0.0002682210000557461,2.51631018921289e-05,0.0002682210000557461,0.00025042800007213373,0.0002860140000393585,2
volatility_low,MC,pricing,0.00013685999999779597,2.358908196146246e-06,0.00013685999999779597,0.00013519200001610443,0.0001385279999794875,2
