base_seed,replication,contract_id,K,sigma,T,method,pricing_seed,pilot_seed,target_training_seed,error
42,20,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2005642,2004642,2003642,torch_not_available
42,21,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2105142,2104142,2103142,torch_not_available
42,21,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2105142,2104142,2103142,torch_not_available
42,21,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2105242,2104242,2103242,torch_not_available
42,21,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2105242,2104242,2103242,torch_not_available
42,21,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2105342,2104342,2103342,torch_not_available
42,21,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2105342,2104342,2103342,torch_not_available
42,21,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2105442,2104442,2103442,torch_not_available
42,21,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2105442,2104442,2103442,torch_not_available
42,21,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2105542,2104542,2103542,torch_not_available
42,21,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2105542,2104542,2103542,torch_not_available
42,21,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2105642,2104642,2103642,torch_not_available
42,21,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2105642,2104642,2103642,torch_not_available
42,22,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2205142,2204142,2203142,torch_not_available
42,22,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2205142,2204142,2203142,torch_not_available
42,22,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2205242,2204242,2203242,torch_not_available
42,22,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2205242,2204242,2203242,torch_not_available
42,22,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2205342,2204342,2203342,torch_not_available
42,22,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2205342,2204342,2203342,torch_not_available
42,22,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2205442,2204442,2203442,torch_not_available
42,22,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2205442,2204442,2203442,torch_not_available
42,22,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2205542,2204542,2203542,torch_not_available
42,22,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2205542,2204542,2203542,torch_not_available
42,22,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2205642,2204642,2203642,torch_not_available
42,22,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2205642,2204642,2203642,torch_not_available
42,23,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2305142,2304142,2303142,torch_not_available
42,23,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2305142,2304142,2303142,torch_not_available
42,23,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2305242,2304242,2303242,torch_not_available
42,23,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2305242,2304242,2303242,torch_not_available
42,23,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2305342,2304342,2303342,torch_not_available
42,23,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2305342,2304342,2303342,torch_not_available
42,23,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2305442,2304442,2303442,torch_not_available
42,23,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2305442,2304442,2303442,torch_not_available
42,23,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2305542,2304542,2303542,torch_not_available
42,23,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2305542,2304542,2303542,torch_not_available
42,23,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2305642,2304642,2303642,torch_not_available
42,23,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2305642,2304642,2303642,torch_not_available
42,24,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2405142,2404142,2403142,torch_not_available
42,24,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2405142,2404142,2403142,torch_not_available
42,24,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2405242,2404242,2403242,torch_not_available
42,24,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2405242,2404242,2403242,torch_not_available
42,24,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2405342,2404342,2403342,torch_not_available
42,24,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2405342,2404342,2403342,torch_not_available
42,24,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2405442,2404442,2403442,torch_not_available
42,24,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2405442,2404442,2403442,torch_not_available
42,24,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2405542,2404542,2403542,torch_not_available
42,24,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2405542,2404542,2403542,torch_not_available
42,24,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2405642,2404642,2403642,torch_not_available
42,24,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2405642,2404642,2403642,torch_not_available
42,25,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2505142,2504142,2503142,torch_not_available
42,25,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2505142,2504142,2503142,torch_not_available
42,25,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2505242,2504242,2503242,torch_not_available
42,25,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2505242,2504242,2503242,torch_not_available
42,25,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2505342,2504342,2503342,torch_not_available
42,25,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2505342,2504342,2503342,torch_not_available
42,25,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2505442,2504442,2503442,torch_not_available
42,25,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2505442,2504442,2503442,torch_not_available
42,25,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2505542,2504542,2503542,torch_not_available
42,25,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2505542,2504542,2503542,torch_not_available
42,25,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2505642,2504642,2503642,torch_not_available
42,25,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2505642,2504642,2503642,torch_not_available
42,26,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2605142,2604142,2603142,torch_not_available
42,26,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2605142,2604142,2603142,torch_not_available
42,26,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2605242,2604242,2603242,torch_not_available
42,26,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2605242,2604242,2603242,torch_not_available
42,26,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2605342,2604342,2603342,torch_not_available
42,26,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2605342,2604342,2603342,torch_not_available
42,26,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2605442,2604442,2603442,torch_not_available
42,26,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2605442,2604442,2603442,torch_not_available
42,26,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2605542,2604542,2603542,torch_not_available
42,26,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2605542,2604542,2603542,torch_not_available
42,26,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2605642,2604642,2603642,torch_not_available
42,26,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2605642,2604642,2603642,torch_not_available
42,27,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2705142,2704142,2703142,torch_not_available
42,27,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2705142,2704142,2703142,torch_not_available
42,27,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2705242,2704242,2703242,torch_not_available
42,27,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2705242,2704242,2703242,torch_not_available
42,27,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2705342,2704342,2703342,torch_not_available
42,27,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2705342,2704342,2703342,torch_not_available
42,27,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2705442,2704442,2703442,torch_not_available
42,27,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2705442,2704442,2703442,torch_not_available
42,27,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2705542,2704542,2703542,torch_not_available
42,27,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2705542,2704542,2703542,torch_not_available
42,27,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2705642,2704642,2703642,torch_not_available
42,27,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2705642,2704642,2703642,torch_not_available
42,28,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2805142,2804142,2803142,torch_not_available
42,28,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2805142,2804142,2803142,torch_not_available
42,28,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2805242,2804242,2803242,torch_not_available
42,28,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2805242,2804242,2803242,torch_not_available
42,28,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2805342,2804342,2803342,torch_not_available
42,28,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2805342,2804342,2803342,torch_not_available
42,28,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2805442,2804442,2803442,torch_not_available
42,28,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2805442,2804442,2803442,torch_not_available
42,28,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2805542,2804542,2803542,torch_not_available
42,28,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2805542,2804542,2803542,torch_not_available
42,28,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2805642,2804642,2803642,torch_not_available
42,28,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2805642,2804642,2803642,torch_not_available
42,29,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA1,2905142,2904142,2903142,torch_not_available
42,29,strike_low,80.0,0.2,1.0,NCV_TRANSFER_BETA,2905142,2904142,2903142,torch_not_available
42,29,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA1,2905242,2904242,2903242,torch_not_available
42,29,strike_high,120.0,0.2,1.0,NCV_TRANSFER_BETA,2905242,2904242,2903242,torch_not_available
42,29,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA1,2905342,2904342,2903342,torch_not_available
42,29,volatility_low,100.0,0.1,1.0,NCV_TRANSFER_BETA,2905342,2904342,2903342,torch_not_available
42,29,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA1,2905442,2904442,2903442,torch_not_available
42,29,volatility_high,100.0,0.5,1.0,NCV_TRANSFER_BETA,2905442,2904442,2903442,torch_not_available
42,29,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA1,2905542,2904542,2903542,torch_not_available
42,29,maturity_short,100.0,0.2,0.5,NCV_TRANSFER_BETA,2905542,2904542,2903542,torch_not_available
42,29,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA1,2905642,2904642,2903642,torch_not_available
42,29,maturity_long,100.0,0.2,2.0,NCV_TRANSFER_BETA,2905642,2904642,2903642,torch_not_available
