contract_id,method,phase,runtime_mean_s,runtime_std_s,runtime_median_s,runtime_min_s,runtime_max_s,n_timing_repetitions
maturity_long,AV,pricing,0.09955857703333777,0.0006202732053000532,0.09951053750000938,0.09853535299998839,0.10157607799999369,30
maturity_long,GCV,pilot,0.011968901233342422,0.0002734403104226786,0.011978416000033576,0.011419673999967017,0.012729282999998759,30
maturity_long,GCV,pricing,0.049205585800003365,0.000687214360974814,0.04907629150000048,0.04797019700004057,0.050909065000041664,30
maturity_long,MC,pricing,0.06432505469998659,0.00045206071738046027,0.06443620199996758,0.06340039700000943,0.06562629699999434,30
maturity_short,AV,pricing,0.09965836546666272,0.0010083219851201122,0.09948062099999788,0.09841369299999769,0.10347104599998147,30
maturity_short,GCV,pilot,0.012004310600006344,0.00035663766236538686,0.01196305400003439,0.011487407000004168,0.01307666299999255,30
maturity_short,GCV,pricing,0.04925165806666503,0.0007852189369249253,0.04900793550001481,0.048129992999975,0.05159858299998632,30
maturity_short,MC,pricing,0.06438742880001579,0.0006657463764174106,0.06420486000001802,0.06308329400008006,0.06640135500003908,30
reference,AV,pricing,0.09973252316666503,0.0007239262768421184,0.0997531699999854,0.09830869899997197,0.10147693499993693,30
reference,GCV,pilot,0.01199621409999357,0.0002898984816845859,0.011925864499971794,0.01164342700008092,0.012814764999916406,30
reference,GCV,pricing,0.049235981333329924,0.0010582288935029227,0.04915206050003462,0.04788513599999078,0.05379434099995706,30
reference,MC,pricing,0.06443110993332841,0.0005763798025387995,0.06438545800000384,0.06362316899992493,0.06555114500008585,30
strike_high,AV,pricing,0.0996220196666703,0.0011659502984880353,0.09932234000001472,0.0983175650000021,0.10404011000002811,30
strike_high,GCV,pilot,0.011976524133331168,0.0003158040504364927,0.011870605000012802,0.01154732600002717,0.012701682999932018,30
strike_high,GCV,pricing,0.04906036286667283,0.0006349656929003294,0.048884902999986934,0.04831038899999385,0.05069111400007387,30
strike_high,MC,pricing,0.06449776596665516,0.0006376632769376025,0.06434580199999118,0.06344757299996218,0.06613114999993286,30
strike_low,AV,pricing,0.09961403453334393,0.0007525124296701295,0.09938774800002648,0.0986790800000108,0.10166723099996489,30
strike_low,GCV,pilot,0.012019015833341957,0.00031904779388934016,0.012036623500023325,0.011538642000004984,0.01265181099995516,30
strike_low,GCV,pricing,0.04917105323333999,0.000699149941516329,0.04905717899998763,0.04825167199999214,0.051407908999976826,30
strike_low,MC,pricing,0.06451271616666267,0.0007243264700935245,0.06445477649992881,0.06356191600002603,0.06660837999993419,30
volatility_high,AV,pricing,0.09981500929999736,0.001547593196744052,0.09949699049997207,0.09831796499997836,0.10635764400001335,30
volatility_high,GCV,pilot,0.011997923433326226,0.0003563229403280789,0.011855306499967355,0.011671381999917685,0.013049643000044853,30
volatility_high,GCV,pricing,0.048960193466674205,0.0007155576751517115,0.04882295850001128,0.04777484999999615,0.05082992799998465,30
volatility_high,MC,pricing,0.0645040711333498,0.0008845144735598642,0.06429233850002447,0.06345747000000301,0.06849036400001296,30
volatility_low,AV,pricing,0.09960698926666964,0.0007776170486786535,0.09947632249992466,0.09836583399999199,0.10185419000004003,30
volatility_low,GCV,pilot,0.011984797566670598,0.000412764374952363,0.01190838249999615,0.01135898100005761,0.013254432999929122,30
volatility_low,GCV,pricing,0.04918089336665237,0.000866167361279864,0.049053959999980634,0.0481547460000229,0.05223968199993578,30
volatility_low,MC,pricing,0.06426423629999363,0.00045913240541730596,0.06417700399998694,0.06346890299994357,0.06568661100004647,30
