replication,contract_id,method,phase,runtime_s,timing_repetition_index
19,strike_low,GCV,pilot,0.012209503000008226,1
19,strike_low,GCV,pricing,0.04919570099991688,1
19,strike_high,MC,pricing,0.06413312199993015,1
19,strike_high,AV,pricing,0.10014753699999801,1
19,strike_high,GCV,pilot,0.012158919000057722,1
19,strike_high,GCV,pricing,0.04831038899999385,1
19,volatility_low,MC,pricing,0.06395833600004153,1
19,volatility_low,AV,pricing,0.10075882700004968,1
19,volatility_low,GCV,pilot,0.012176702000033401,1
19,volatility_low,GCV,pricing,0.0491062939998983,1
19,volatility_high,MC,pricing,0.06372081300003174,1
19,volatility_high,AV,pricing,0.09831796499997836,1
19,volatility_high,GCV,pilot,0.011782316999983777,1
19,volatility_high,GCV,pricing,0.04804159799994068,1
19,maturity_short,MC,pricing,0.06308329400008006,1
19,maturity_short,AV,pricing,0.0988205219999827,1
19,maturity_short,GCV,pilot,0.012164950000055796,1
19,maturity_short,GCV,pricing,0.05159858299998632,1
19,maturity_long,MC,pricing,0.06447837600001094,1
19,maturity_long,AV,pricing,0.09897758499994325,1
19,maturity_long,GCV,pilot,0.012125625999942713,1
19,maturity_long,GCV,pricing,0.05019833100004689,1
20,reference,MC,pricing,0.0638764729999366,1
20,reference,AV,pricing,0.09970221600008244,1
20,reference,GCV,pilot,0.012213169999995444,1
20,reference,GCV,pricing,0.04898674999992636,1
20,strike_low,MC,pricing,0.06446292799989806,1
20,strike_low,AV,pricing,0.09931040500009658,1
20,strike_low,GCV,pilot,0.012233648000005815,1
20,strike_low,GCV,pricing,0.05002544800004216,1
20,strike_high,MC,pricing,0.06424896799990165,1
20,strike_high,AV,pricing,0.10046269500003291,1
20,strike_high,GCV,pilot,0.011956291000046804,1
20,strike_high,GCV,pricing,0.0493033520000381,1
20,volatility_low,MC,pricing,0.06346890299994357,1
20,volatility_low,AV,pricing,0.09917151599995577,1
20,volatility_low,GCV,pilot,0.01194935900002747,1
20,volatility_low,GCV,pricing,0.04831429599994408,1
20,volatility_high,MC,pricing,0.06479059900004813,1
20,volatility_high,AV,pricing,0.09907237200002328,1
20,volatility_high,GCV,pilot,0.011946583000053579,1
20,volatility_high,GCV,pricing,0.04777484999999615,1
20,maturity_short,MC,pricing,0.06392594500005089,1
20,maturity_short,AV,pricing,0.09841369299999769,1
20,maturity_short,GCV,pilot,0.011684404000106952,1
20,maturity_short,GCV,pricing,0.048815070000046035,1
20,maturity_long,MC,pricing,0.06357729499995912,1
20,maturity_long,AV,pricing,0.09979803500004891,1
20,maturity_long,GCV,pilot,0.012135105000083968,1
20,maturity_long,GCV,pricing,0.04869841300001099,1
21,reference,MC,pricing,0.06440281599998343,1
21,reference,AV,pricing,0.1000249779999649,1
21,reference,GCV,pilot,0.012210746000050676,1
21,reference,GCV,pricing,0.0495149460000448,1
21,strike_low,MC,pricing,0.06356191600002603,1
21,strike_low,AV,pricing,0.09919821500000126,1
21,strike_low,GCV,pilot,0.01207416700003705,1
21,strike_low,GCV,pricing,0.05013238700007605,1
21,strike_high,MC,pricing,0.06433340399996723,1
21,strike_high,AV,pricing,0.09885828799997398,1
21,strike_high,GCV,pilot,0.011759460999996918,1
21,strike_high,GCV,pricing,0.04833183600010216,1
21,volatility_low,MC,pricing,0.06389339400004701,1
21,volatility_low,AV,pricing,0.1008984169999394,1
21,volatility_low,GCV,pilot,0.012029575000042314,1
21,volatility_low,GCV,pricing,0.0481547460000229,1
21,volatility_high,MC,pricing,0.06414241800007403,1
21,volatility_high,AV,pricing,0.09940066100000422,1
21,volatility_high,GCV,pilot,0.011952531000019917,1
21,volatility_high,GCV,pricing,0.04859676099999888,1
21,maturity_short,MC,pricing,0.06404867300000205,1
21,maturity_short,AV,pricing,0.09891995400005271,1
21,maturity_short,GCV,pilot,0.012246518999972977,1
21,maturity_short,GCV,pricing,0.05023634100007257,1
21,maturity_long,MC,pricing,0.06446748399991975,1
21,maturity_long,AV,pricing,0.0993287160000591,1
21,maturity_long,GCV,pilot,0.011797752000006767,1
21,maturity_long,GCV,pricing,0.05014443900006427,1
22,reference,MC,pricing,0.06382628799997292,1
22,reference,AV,pricing,0.09993189199997232,1
22,reference,GCV,pilot,0.011902517999942575,1
22,reference,GCV,pricing,0.04934848300001704,1
22,strike_low,MC,pricing,0.06475700399994366,1
22,strike_low,AV,pricing,0.10166723099996489,1
22,strike_low,GCV,pilot,0.012631287999965934,1
22,strike_low,GCV,pricing,0.050141854999992574,1
22,strike_high,MC,pricing,0.06560435599999437,1
22,strike_high,AV,pricing,0.1020237369999677,1
22,strike_high,GCV,pilot,0.012502737999966484,1
22,strike_high,GCV,pricing,0.048723226999982217,1
22,volatility_low,MC,pricing,0.06417485899999065,1
22,volatility_low,AV,pricing,0.09913463499992758,1
22,volatility_low,GCV,pilot,0.011947770999995555,1
22,volatility_low,GCV,pricing,0.048857707000024675,1
22,volatility_high,MC,pricing,0.06345747000000301,1
22,volatility_high,AV,pricing,0.10248286399996687,1
22,volatility_high,GCV,pilot,0.012121446000037395,1
22,volatility_high,GCV,pricing,0.048033929999974134,1
22,maturity_short,MC,pricing,0.06448826300004384,1
22,maturity_short,AV,pricing,0.09887692300003437,1
22,maturity_short,GCV,pilot,0.011700238999992507,1
22,maturity_short,GCV,pricing,0.04882448499995462,1
22,maturity_long,MC,pricing,0.06562629699999434,1
22,maturity_long,AV,pricing,0.09910497899988968,1
22,maturity_long,GCV,pilot,0.01169524099998398,1
22,maturity_long,GCV,pricing,0.04805107200002112,1
23,reference,MC,pricing,0.06362316899992493,1
23,reference,AV,pricing,0.09882864299993344,1
23,reference,GCV,pilot,0.011807039000018449,1
23,reference,GCV,pricing,0.04893859899993913,1
23,strike_low,MC,pricing,0.06436846000008245,1
23,strike_low,AV,pricing,0.09880152199991699,1
23,strike_low,GCV,pilot,0.01180273100010254,1
23,strike_low,GCV,pricing,0.049401150999983656,1
23,strike_high,MC,pricing,0.06364623199999642,1
23,strike_high,AV,pricing,0.09919617899993227,1
23,strike_high,GCV,pilot,0.011866881000059948,1
23,strike_high,GCV,pricing,0.04961085299999013,1
23,volatility_low,MC,pricing,0.0636574229999951,1
23,volatility_low,AV,pricing,0.10185419000004003,1
23,volatility_low,GCV,pilot,0.01215272400008871,1
23,volatility_low,GCV,pricing,0.04938310799991541,1
23,volatility_high,MC,pricing,0.064794495000001,1
23,volatility_high,AV,pricing,0.09910983700001452,1
23,volatility_high,GCV,pilot,0.011991292999937286,1
23,volatility_high,GCV,pricing,0.04847759799997675,1
23,maturity_short,MC,pricing,0.06377605400007269,1
23,maturity_short,AV,pricing,0.09976679400006105,1
23,maturity_short,GCV,pilot,0.012322921999952996,1
23,maturity_short,GCV,pricing,0.04872363700008009,1
23,maturity_long,MC,pricing,0.06386798500000168,1
23,maturity_long,AV,pricing,0.09945327899993117,1
23,maturity_long,GCV,pilot,0.012153656000009505,1
23,maturity_long,GCV,pricing,0.049138491999997314,1
24,reference,MC,pricing,0.06373860399992282,1
24,reference,AV,pricing,0.09978405599997586,1
24,reference,GCV,pilot,0.011957439000070735,1
24,reference,GCV,pricing,0.04955183800007035,1
24,strike_low,MC,pricing,0.06401891200005139,1
24,strike_low,AV,pricing,0.09906102399997962,1
24,strike_low,GCV,pilot,0.012069562999954542,1
24,strike_low,GCV,pricing,0.04825167199999214,1
24,strike_high,MC,pricing,0.06414899399999285,1
24,strike_high,AV,pricing,0.09862043300006462,1
24,strike_high,GCV,pilot,0.011835755999982212,1
24,strike_high,GCV,pricing,0.048506396999982826,1
24,volatility_low,MC,pricing,0.06384721200004151,1
24,volatility_low,AV,pricing,0.09871500899998864,1
24,volatility_low,GCV,pilot,0.011740399000018442,1
24,volatility_low,GCV,pricing,0.048437037999974564,1
24,volatility_high,MC,pricing,0.06431647700003396,1
24,volatility_high,AV,pricing,0.09857213300006151,1
24,volatility_high,GCV,pilot,0.011859620999985054,1
24,volatility_high,GCV,pricing,0.04909291100000246,1
24,maturity_short,MC,pricing,0.06501956800002517,1
24,maturity_short,AV,pricing,0.09936524099998678,1
24,maturity_short,GCV,pilot,0.011997799000027953,1
24,maturity_short,GCV,pricing,0.049598393999986,1
24,maturity_long,MC,pricing,0.06343040399997335,1
24,maturity_long,AV,pricing,0.09853535299998839,1
24,maturity_long,GCV,pilot,0.011657193000019106,1
24,maturity_long,GCV,pricing,0.04797019700004057,1
25,reference,MC,pricing,0.06371805000003405,1
25,reference,AV,pricing,0.09909975699997631,1
25,reference,GCV,pilot,0.012220855000009578,1
25,reference,GCV,pricing,0.04917439400003332,1
25,strike_low,MC,pricing,0.06372089600006348,1
25,strike_low,AV,pricing,0.09904374199993526,1
25,strike_low,GCV,pilot,0.012212439999984781,1
25,strike_low,GCV,pricing,0.04863515699992149,1
25,strike_high,MC,pricing,0.06453677800004698,1
25,strike_high,AV,pricing,0.09946868400004405,1
25,strike_high,GCV,pilot,0.012329005999959008,1
25,strike_high,GCV,pricing,0.050281569000048876,1
25,volatility_low,MC,pricing,0.06457248399999571,1
25,volatility_low,AV,pricing,0.0999870609999789,1
25,volatility_low,GCV,pilot,0.013051024999981564,1
25,volatility_low,GCV,pricing,0.04954949899990879,1
25,volatility_high,MC,pricing,0.06405659999995805,1
25,volatility_high,AV,pricing,0.09995187900005931,1
25,volatility_high,GCV,pilot,0.013049643000044853,1
25,volatility_high,GCV,pricing,0.04888206500004344,1
25,maturity_short,MC,pricing,0.06526446299994859,1
25,maturity_short,AV,pricing,0.1005420699999604,1
25,maturity_short,GCV,pilot,0.01307666299999255,1
25,maturity_short,GCV,pricing,0.049640719000080935,1
25,maturity_long,MC,pricing,0.06340039700000943,1
25,maturity_long,AV,pricing,0.10011013500002264,1
25,maturity_long,GCV,pilot,0.012535033000062867,1
25,maturity_long,GCV,pricing,0.04903810500002237,1
26,reference,MC,pricing,0.0638406280000936,1
26,reference,AV,pricing,0.10147693499993693,1
26,reference,GCV,pilot,0.012814764999916406,1
26,reference,GCV,pricing,0.049476111999979366,1
26,strike_low,MC,pricing,0.06491565299995727,1
26,strike_low,AV,pricing,0.10110203500005355,1
26,strike_low,GCV,pilot,0.01265181099995516,1
26,strike_low,GCV,pricing,0.04857213600007526,1
26,strike_high,MC,pricing,0.06524684099997557,1
26,strike_high,AV,pricing,0.10090558900003543,1
26,strike_high,GCV,pilot,0.012701682999932018,1
26,strike_high,GCV,pricing,0.04902134400003888,1
26,volatility_low,MC,pricing,0.06455748499990932,1
26,volatility_low,AV,pricing,0.10009070900002826,1
26,volatility_low,GCV,pilot,0.012753830000065136,1
26,volatility_low,GCV,pricing,0.04926305499998307,1
26,volatility_high,MC,pricing,0.06537060200002998,1
26,volatility_high,AV,pricing,0.09989926100001867,1
26,volatility_high,GCV,pilot,0.012685863999990943,1
26,volatility_high,GCV,pricing,0.050486957000089205,1
26,maturity_short,MC,pricing,0.06471722300000238,1
26,maturity_short,AV,pricing,0.10003270100003192,1
26,maturity_short,GCV,pilot,0.012411241999984668,1
26,maturity_short,GCV,pricing,0.04990614500002266,1
26,maturity_long,MC,pricing,0.06467250900004728,1
26,maturity_long,AV,pricing,0.09985527900005309,1
26,maturity_long,GCV,pilot,0.012328637999985403,1
26,maturity_long,GCV,pricing,0.04992422800000895,1
27,reference,MC,pricing,0.06491376000008131,1
27,reference,AV,pricing,0.10025321199998416,1
27,reference,GCV,pilot,0.012553406999927574,1
27,reference,GCV,pricing,0.04964200200004143,1
27,strike_low,MC,pricing,0.06454475099997126,1
27,strike_low,AV,pricing,0.09972068900003705,1
27,strike_low,GCV,pilot,0.012062902000025133,1
27,strike_low,GCV,pricing,0.049774157999991075,1
27,strike_high,MC,pricing,0.06584237299989582,1
27,strike_high,AV,pricing,0.10073257500005184,1
27,strike_high,GCV,pilot,0.012284254999940458,1
27,strike_high,GCV,pricing,0.04888491999997768,1
27,volatility_low,MC,pricing,0.06484069399994041,1
27,volatility_low,AV,pricing,0.09954011100001026,1
27,volatility_low,GCV,pilot,0.012109928999961994,1
27,volatility_low,GCV,pricing,0.04920372399999451,1
27,volatility_high,MC,pricing,0.06409715600000254,1
27,volatility_high,AV,pricing,0.10016645000007429,1
27,volatility_high,GCV,pilot,0.011869261000015285,1
27,volatility_high,GCV,pricing,0.04908426099996177,1
27,maturity_short,MC,pricing,0.06427015900010247,1
27,maturity_short,AV,pricing,0.10033710799996243,1
27,maturity_short,GCV,pilot,0.012130086999945888,1
27,maturity_short,GCV,pricing,0.04970665199994073,1
27,maturity_long,MC,pricing,0.0646065070000077,1
27,maturity_long,AV,pricing,0.09952421200000572,1
27,maturity_long,GCV,pilot,0.012200578000033602,1
27,maturity_long,GCV,pricing,0.049245762999930776,1
28,reference,MC,pricing,0.06428777200005698,1
28,reference,AV,pricing,0.09985192300007384,1
28,reference,GCV,pilot,0.011849244000018189,1
28,reference,GCV,pricing,0.049163357999987056,1
28,strike_low,MC,pricing,0.06529953899996599,1
28,strike_low,AV,pricing,0.09945807900010095,1
28,strike_low,GCV,pilot,0.011708730999998807,1
28,strike_low,GCV,pricing,0.049727931999996144,1
28,strike_high,MC,pricing,0.0646604579999348,1
28,strike_high,AV,pricing,0.09972038800003702,1
28,strike_high,GCV,pilot,0.011812114000008478,1
28,strike_high,GCV,pricing,0.049200837999933356,1
28,volatility_low,MC,pricing,0.06568661100004647,1
28,volatility_low,AV,pricing,0.09970009000005575,1
28,volatility_low,GCV,pilot,0.011652787000002718,1
28,volatility_low,GCV,pricing,0.04909961999999268,1
28,volatility_high,MC,pricing,0.06526182800007518,1
28,volatility_high,AV,pricing,0.09973343199999363,1
28,volatility_high,GCV,pilot,0.011807083999997303,1
28,volatility_high,GCV,pricing,0.048571335000019644,1
28,maturity_short,MC,pricing,0.06487251299995478,1
28,maturity_short,AV,pricing,0.09929474400007621,1
28,maturity_short,GCV,pilot,0.011821352000083607,1
28,maturity_short,GCV,pricing,0.04916415100001359,1
28,maturity_long,MC,pricing,0.06459882199999356,1
28,maturity_long,AV,pricing,0.09983880799995859,1
28,maturity_long,GCV,pilot,0.011698551999984375,1
28,maturity_long,GCV,pricing,0.049086816999988514,1
29,reference,MC,pricing,0.06436810000002424,1
29,reference,AV,pricing,0.09999581199997465,1
29,reference,GCV,pilot,0.012164411000071595,1
29,reference,GCV,pricing,0.04882985699998699,1
29,strike_low,MC,pricing,0.06431959099995765,1
29,strike_low,AV,pricing,0.09949226200001249,1
29,strike_low,GCV,pilot,0.01205225200010318,1
29,strike_low,GCV,pricing,0.04889449799998147,1
29,strike_high,MC,pricing,0.06407368299994687,1
29,strike_high,AV,pricing,0.09911507900005745,1
29,strike_high,GCV,pilot,0.01190785300002517,1
29,strike_high,GCV,pricing,0.04880472999991525,1
29,volatility_low,MC,pricing,0.06502575799993338,1
29,volatility_low,AV,pricing,0.09938266699998621,1
29,volatility_low,GCV,pilot,0.011691618999975617,1
29,volatility_low,GCV,pricing,0.04923171699999784,1
29,volatility_high,MC,pricing,0.06477655300000151,1
29,volatility_high,AV,pricing,0.09855178800000886,1
29,volatility_high,GCV,pilot,0.011671381999917685,1
29,volatility_high,GCV,pricing,0.0482918330000075,1
29,maturity_short,MC,pricing,0.06384375299990097,1
29,maturity_short,AV,pricing,0.09847320100004708,1
29,maturity_short,GCV,pilot,0.011619595000070149,1
29,maturity_short,GCV,pricing,0.04884811399995215,1
29,maturity_long,MC,pricing,0.06444700199995168,1
29,maturity_long,AV,pricing,0.09926948500003618,1
29,maturity_long,GCV,pilot,0.012046578000081354,1
29,maturity_long,GCV,pricing,0.0491742729999487,1
