config_id,hidden_width,train_paths,checkpoint,split,metric,count,mean,std_dev,median,ci95_lower,ci95_upper,ci_method,ci_status
w32_n5000,32,5000,0,training,mse,10,98.50815630063273,8.596870384165847,98.22922187677408,92.35832570158502,104.65798689968045,student-t,ok
w32_n5000,32,5000,0,training,centered_residual_variance,10,65.02082884897781,2.303106321652987,65.37607032206446,63.373285836598654,66.66837186135697,student-t,ok
w32_n5000,32,5000,0,training,ncv_vrr_vs_mc,10,0.9856961401425625,0.008780232583639523,0.9837051773790474,0.9794151401278273,0.9919771401572977,student-t,ok
w32_n5000,32,5000,0,training,generalization_gap_ratio,10,1.006140965889202,0.04302905674983513,1.0020736394926464,0.9753598329858038,1.0369220987926002,student-t,ok
w32_n5000,32,5000,0,training,generalization_gap_log,10,0.005302304674079763,0.04264964029356097,0.0020508195458740493,-0.0252074100470838,0.03581201939524333,student-t,ok
w32_n5000,32,5000,0,training,ncv_setup_cost_s,10,0.0,0.0,0.0,0.0,0.0,student-t,ok
w32_n5000,32,5000,0,validation,mse,10,99.13136312490643,9.717295418745438,99.11280738382666,92.18002873974977,106.08269751006308,student-t,ok
w32_n5000,32,5000,0,validation,centered_residual_variance,10,65.7208893643431,2.3018603603011822,66.49671964117098,64.07423765902152,67.36754106966467,student-t,ok
w32_n5000,32,5000,0,validation,ncv_vrr_vs_mc,10,0.9843303793494516,0.008467756713435474,0.9873454693825026,0.978272911106416,0.9903878475924871,student-t,ok
w32_n5000,32,5000,0,validation,generalization_gap_ratio,10,1.006140965889202,0.04302905674983513,1.0020736394926464,0.9753598329858038,1.0369220987926002,student-t,ok
w32_n5000,32,5000,0,validation,generalization_gap_log,10,0.005302304674079763,0.04264964029356097,0.0020508195458740493,-0.0252074100470838,0.03581201939524333,student-t,ok
w32_n5000,32,5000,0,validation,ncv_setup_cost_s,10,0.0,0.0,0.0,0.0,0.0,student-t,ok
w32_n5000,32,5000,0,test,mse,10,98.16265002535623,8.50262914746737,96.82604154690671,92.08023554580798,104.24506450490448,student-t,ok
w32_n5000,32,5000,0,test,centered_residual_variance,10,64.9606911438345,0.4722944371889429,64.90519793417798,64.62283205653986,65.29855023112913,student-t,ok
w32_n5000,32,5000,0,test,ncv_vrr_vs_mc,10,0.9840941878508787,0.009246962465242434,0.9841712071843545,0.9774793093921159,0.9907090663096414,student-t,ok
w32_n5000,32,5000,0,test,generalization_gap_ratio,10,1.006140965889202,0.04302905674983513,1.0020736394926464,0.9753598329858038,1.0369220987926002,student-t,ok
w32_n5000,32,5000,0,test,generalization_gap_log,10,0.005302304674079763,0.04264964029356097,0.0020508195458740493,-0.0252074100470838,0.03581201939524333,student-t,ok
w32_n5000,32,5000,0,test,ncv_setup_cost_s,10,0.0,0.0,0.0,0.0,0.0,student-t,ok
w32_n5000,32,5000,10,training,mse,10,0.10208036205910131,0.00606138943740113,0.10257775556125973,0.09774430526527877,0.10641641885292386,student-t,ok
w32_n5000,32,5000,10,training,centered_residual_variance,10,0.10182228500601367,0.005821868190970261,0.10241981167404537,0.09765757138995215,0.1059869986220752,student-t,ok
w32_n5000,32,5000,10,training,ncv_vrr_vs_mc,10,631.4136158205546,44.487610589326,635.9656586670222,599.5890963553466,663.2381352857626,student-t,ok
w32_n5000,32,5000,10,training,generalization_gap_ratio,10,3.005762502201219,0.2798257243931128,3.008160125129982,2.805587237788362,3.2059377666140763,student-t,ok
w32_n5000,32,5000,10,training,generalization_gap_log,10,1.096625766973679,0.0932243516834142,1.1010172109141882,1.0299370831923107,1.1633144507550472,student-t,ok
w32_n5000,32,5000,10,training,ncv_setup_cost_s,10,0.23466817860003175,0.0066677903876529235,0.23446459450008206,0.22989832869865942,0.23943802850140408,student-t,ok
w32_n5000,32,5000,10,validation,mse,10,0.30575255925964767,0.0197786505411819,0.3122655285819767,0.2916037650042328,0.31990135351506255,student-t,ok
w32_n5000,32,5000,10,validation,centered_residual_variance,10,0.29806296586943576,0.02137038874878417,0.3076554512749021,0.28277551069471524,0.3133504210441563,student-t,ok
w32_n5000,32,5000,10,validation,ncv_vrr_vs_mc,10,217.848932069171,14.427489415770737,212.76848417330467,207.52812787978075,228.16973625856127,student-t,ok
w32_n5000,32,5000,10,validation,generalization_gap_ratio,10,3.005762502201219,0.2798257243931128,3.008160125129982,2.805587237788362,3.2059377666140763,student-t,ok
w32_n5000,32,5000,10,validation,generalization_gap_log,10,1.096625766973679,0.0932243516834142,1.1010172109141882,1.0299370831923107,1.1633144507550472,student-t,ok
w32_n5000,32,5000,10,validation,ncv_setup_cost_s,10,0.23466817860003175,0.0066677903876529235,0.23446459450008206,0.22989832869865942,0.23943802850140408,student-t,ok
w32_n5000,32,5000,10,test,mse,10,0.3035567821095442,0.018765393695716413,0.31299818045451855,0.29013282813605507,0.3169807360830333,student-t,ok
w32_n5000,32,5000,10,test,centered_residual_variance,10,0.29555901140492774,0.020177083672314248,0.3049861711108122,0.28112519525758983,0.30999282755226565,student-t,ok
w32_n5000,32,5000,10,test,ncv_vrr_vs_mc,10,217.3176677243651,16.82777638224389,212.48161541359167,205.27980167719687,229.35553377153332,student-t,ok
w32_n5000,32,5000,10,test,generalization_gap_ratio,10,3.005762502201219,0.2798257243931128,3.008160125129982,2.805587237788362,3.2059377666140763,student-t,ok
w32_n5000,32,5000,10,test,generalization_gap_log,10,1.096625766973679,0.0932243516834142,1.1010172109141882,1.0299370831923107,1.1633144507550472,student-t,ok
w32_n5000,32,5000,10,test,ncv_setup_cost_s,10,0.23466817860003175,0.0066677903876529235,0.23446459450008206,0.22989832869865942,0.23943802850140408,student-t,ok
w32_n5000,32,5000,25,training,mse,10,0.06211115455351099,0.007442481252783543,0.06191299454735377,0.056787124191775076,0.0674351849152469,student-t,ok
w32_n5000,32,5000,25,training,centered_residual_variance,10,0.06142231232976641,0.007153985963955457,0.06185647022458927,0.05630465906523367,0.06653996559429914,student-t,ok
w32_n5000,32,5000,25,training,ncv_vrr_vs_mc,10,1057.773633588582,142.5972859416334,1052.2389872458461,955.765680317561,1159.781586859603,student-t,ok
w32_n5000,32,5000,25,training,generalization_gap_ratio,10,4.737477401324624,0.7268326873629399,4.701517177221238,4.217532618934328,5.257422183714921,student-t,ok
w32_n5000,32,5000,25,training,generalization_gap_log,10,1.5450683601087485,0.1518352609011658,1.546771853561743,1.436451957653242,1.653684762564255,student-t,ok
w32_n5000,32,5000,25,training,ncv_setup_cost_s,10,0.6283497970000098,0.010635282169268043,0.6296165165000502,0.6207417744532773,0.6359578195467424,student-t,ok
w32_n5000,32,5000,25,validation,mse,10,0.28979188265971145,0.017497321886631022,0.2944749648911535,0.27727505261211827,0.30230871270730464,student-t,ok
w32_n5000,32,5000,25,validation,centered_residual_variance,10,0.28513750284959594,0.019049446415650272,0.29101221373512254,0.2715103498012424,0.2987646558979495,student-t,ok
